RowID, sim, motion, D, ind.prod, biomass.prod, res.inflow, res.types, max.res.val, barrier.width, barrier.height, logseries.a, starting.seed, lower.limit, FlowRate, Width, Height, Viscosity, N, immigration.rate, resource.tau, particle.tau, individual.tau, resource.concentration, shannons.resource.diversity, resource.richness, S, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, avg.per.capita.growth, avg.per.capita.maint, tracer.particles, resource.particles
10 , 1 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 4000 , 0.0 , 0.0 , 0.921630703286 , 20 , 40 , 0.75 , 10 , 6 , 1 , 0.0 , 0 , 9.26483357453 , 12.0 , 11.7136294028 , 17.6333333333 , 1.38483179261 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 6.0 , 712.0
11 , 1 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 4000 , 0.0 , 0.0 , 0.921630703286 , 20 , 40 , 0.5 , 10 , 6 , 1 , 0.0 , 0 , 13.0080256822 , 18.0 , 13.8950276243 , 17.9666666667 , 1.3859332244 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 9.0 , 719.0
12 , 1 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 4000 , 0.0 , 0.0 , 0.921630703286 , 20 , 20 , 0.25 , 10 , 6 , 1 , 0.0 , 0 , 23.4456902593 , 35.6875 , 38.2140622672 , 17.3833333333 , 1.38600319605 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 9.0 , 707.0
13 , 1 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 4000 , 0.0 , 0.0 , 0.921630703286 , 20 , 20 , 0.1 , 10 , 6 , 1 , 0.0 , 0 , nan , nan , nan , 0.633333333333 , 1.35407753944 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 1.0 , 25.0
14 , 1 , fluid , 2 , 105.0 , 11.6816265242 , 100 , 4 , 4000 , 0.0 , 0.0 , 0.921630703286 , 20 , 10 , 0.075 , 10 , 6 , 1 , 929.0 , 0 , 72.091356641 , 117.2 , 310.583538008 , 14.7458333333 , 1.38297472867 , 4.0 , 2.25 , 0.4599 , 0.0586813255146 , 0.813376477604 , 0.00381165318118 , 927.25 , 0.176773826057 , 0.428935405311 , 0.00475081299281 , 12.5 , 568.5
15 , 1 , fluid , 2 , 150.5 , 10.0833275322 , 100 , 4 , 4000 , 0.0 , 0.0 , 0.921630703286 , 20 , 10 , 0.05 , 10 , 6 , 1 , 1322.25 , 0 , 99.9215255052 , 175.475 , 525.811102797 , 13.2375 , 1.38347868833 , 4.0 , 2.0 , 0.584275 , 0.292673285089 , 0.776551693676 , 0.00205003281264 , 1320.75 , 0.176776695297 , 0.428905792613 , 0.00471523545434 , 10.75 , 526.25
16 , 1 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 4000 , 0.0 , 0.0 , 0.921630703286 , 20 , 10 , 0.025 , 10 , 6 , 1 , 0.0 , 0 , nan , nan , nan , 0.15 , 1.01140426471 , 3.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 6.0
17 , 1 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 4000 , 0.0 , 0.0 , 0.921630703286 , 20 , 5 , 0.01 , 10 , 6 , 1 , 0.0 , 0 , nan , nan , nan , 0.0666666666667 , 0.69314718056 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 2.0
18 , 2 , fluid , 2 , 0.0 , 0.0 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 50 , 1.0 , 8 , 5 , 1 , 0.0 , 0 , 5.77379172895 , 7.0 , 7.06388206388 , 6.575 , 0.686750745651 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 593.0
19 , 2 , fluid , 2 , 0.0 , 0.0 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 40 , 0.75 , 8 , 5 , 1 , 0.0 , 0 , 7.44723247232 , 10.0 , 9.25820568928 , 7.15 , 0.69299956049 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 9.0 , 582.0
20 , 2 , fluid , 2 , 0.0 , 0.0 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 40 , 0.5 , 8 , 5 , 1 , 0.0 , 0 , 11.0360161705 , 14.0 , 16.9976958525 , 7.375 , 0.692531480164 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 570.0
21 , 2 , fluid , 2 , 28.5 , 6.23442548445 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 20 , 0.25 , 8 , 5 , 1 , 104.75 , 0 , 21.0266948441 , 28.0 , 83.9218909924 , 6.8125 , 0.691475948949 , 2.0 , 0.75 , 1.0 , 1.0 , 8.35613275613 , 0.0 , 139.666666667 , 0.0 , 0.387920988884 , 0.00249955846881 , 5.75 , 550.5
22 , 2 , fluid , 2 , 122.25 , 16.808319537 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 20 , 0.1 , 8 , 5 , 1 , 822.25 , 0 , 43.9764357276 , 70.0 , 363.99505087 , 5.825 , 0.692456737178 , 2.0 , 3.75 , 0.5824 , 0.553537821154 , 1.68226318853 , 0.00699575620544 , 819.0 , 0.941944005364 , 0.385014952306 , 0.00443790150645 , 8.0 , 461.75
23 , 2 , fluid , 2 , 122.25 , 13.4733421354 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 10 , 0.075 , 8 , 5 , 1 , 824.0 , 0 , 46.0056297022 , 93.25 , 301.26932162 , 4.78125 , 0.692458005302 , 2.0 , 4.0 , 0.328325 , 0.0856803969413 , 0.7430695683 , 0.162781056102 , 746.25 , 1.02297856987 , 0.414984736934 , 0.00736423935722 , 9.0 , 371.25
24 , 2 , fluid , 2 , 0.0 , 0.000268299097989 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 10 , 0.05 , 8 , 5 , 1 , 0.0 , 0 , 90.3983957219 , 139.5 , 107.907760381 , 6.875 , 0.692806030157 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 8.0 , 536.0
25 , 2 , fluid , 2 , 76.0 , 4.72209316572 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 10 , 0.025 , 8 , 5 , 1 , 606.0 , 0 , 58.9108868087 , 278.925 , 1294.95313627 , 2.25625 , 0.68689067037 , 2.0 , 2.25 , 0.564225 , 0.303240318351 , 0.855776384727 , 0.0050715366694 , 604.25 , 0.288673666908 , 0.385920072162 , 0.00877038510244 , 8.5 , 163.25
26 , 2 , fluid , 2 , 0.0 , 0.0 , 100 , 2 , 500 , 0.0 , 0.0 , 0.975910760563 , 40 , 5 , 0.01 , 8 , 5 , 1 , 0.0 , 0 , nan , nan , nan , 0.025 , 0.0 , 1.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 1.0
27 , 3 , fluid , 2 , 0.0 , 0.0 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 50 , 1.0 , 10 , 10 , 1 , 0.0 , 0 , 7.06518794446 , 9.0 , 8.88 , 11.05 , 0.693120589199 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 9.0 , 2194.0
28 , 3 , fluid , 2 , 0.0 , 0.0 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 40 , 0.75 , 10 , 10 , 1 , 0.0 , 0 , 9.13540485371 , 12.0 , 12.393115942 , 10.91 , 0.692812824798 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 2127.0
29 , 3 , fluid , 2 , 0.0 , 0.0 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 40 , 0.5 , 10 , 10 , 1 , 0.0 , 0 , 13.1725978648 , 18.0 , 14.8847150259 , 10.52 , 0.693012282198 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 9.0 , 2070.0
30 , 3 , fluid , 2 , 0.0 , 0.0 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 20 , 0.25 , 10 , 10 , 1 , 0.0 , 0 , 23.7950138504 , 35.0 , 29.641025641 , 10.78 , 0.69244253592 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 10.0 , 2078.0
31 , 3 , fluid , 2 , 406.25 , 57.574079191 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 20 , 0.1 , 10 , 10 , 1 , 2292.5 , 0 , 55.9206213397 , 88.0 , 431.093682103 , 7.9875 , 0.69271354623 , 2.0 , 11.75 , 0.098 , 0.135981678168 , 0.787676635877 , 0.0322519405703 , 2256.25 , 2.91184866345 , 0.595694201114 , 0.00959720284078 , 9.0 , 1620.25
32 , 3 , fluid , 2 , 0.0 , 0.0 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 10 , 0.075 , 10 , 10 , 1 , 0.0 , 0 , nan , nan , nan , 0.27 , 0.69314718056 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 54.0
33 , 3 , fluid , 2 , 0.0 , 0.0 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 10 , 0.05 , 10 , 10 , 1 , 0.0 , 0 , nan , nan , nan , 0.12 , 0.686961576597 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 27.0
34 , 3 , fluid , 2 , 0.0 , 0.0 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 10 , 0.025 , 10 , 10 , 1 , 0.0 , 0 , nan , nan , nan , 0.09 , 0.562335144619 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 12.0
35 , 3 , fluid , 2 , 0.0 , 0.0 , 300 , 2 , 2000 , 0.0 , 0.0 , 0.902747224245 , 20 , 5 , 0.01 , 10 , 10 , 1 , 0.0 , 0 , nan , nan , nan , 0.01 , 0.562335144619 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 4.0
36 , 4 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 50 , 1.0 , 7 , 6 , 1 , 0.0 , 0 , 5.02779181405 , 7.0 , 6.23142857143 , 17.9761904762 , 1.38413030699 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 521.0
37 , 4 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 40 , 0.75 , 7 , 6 , 1 , 0.0 , 0 , 6.44524669073 , 9.0 , 7.63529411765 , 19.2142857143 , 1.38259996896 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 525.0
38 , 4 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 40 , 0.5 , 7 , 6 , 1 , 0.0 , 0 , 9.37566137566 , 13.0 , 13.6446961895 , 17.8095238095 , 1.38214354362 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 480.0
39 , 4 , fluid , 2 , 79.75 , 20.1366916367 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 20 , 0.25 , 7 , 6 , 1 , 308.0 , 0 , 17.7017108085 , 25.0 , 85.408706144 , 17.630952381 , 1.38382582334 , 4.0 , 3.0 , 0.609375 , 0.559470068356 , 1.8616348785 , 0.0261762457471 , 302.25 , 0.73505790507 , 0.450169177391 , 0.008789731146 , 4.25 , 479.25
40 , 4 , fluid , 2 , 140.5 , 17.5605470917 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 20 , 0.1 , 7 , 6 , 1 , 950.0 , 0 , 35.1787543034 , 61.0 , 462.49284583 , 12.2916666667 , 1.3779616681 , 4.0 , 5.0 , 0.2278 , 0.0892979426536 , 0.632444448233 , 0.0864513471121 , 914.0 , 1.45171800128 , 0.488876940087 , 0.00529114749153 , 5.0 , 333.5
41 , 4 , fluid , 2 , 126.5 , 17.3707733744 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 10 , 0.075 , 7 , 6 , 1 , 950.75 , 0 , 42.0687049678 , 81.375 , 324.154144214 , 12.3273809524 , 1.37983889308 , 4.0 , 3.0 , 0.355825 , 0.0652782708047 , 0.77137115086 , 0.00483620903962 , 948.5 , 0.642228525188 , 0.249173999857 , 0.00503015059214 , 4.25 , 352.5
42 , 4 , fluid , 2 , 154.5 , 14.5806514798 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 10 , 0.05 , 7 , 6 , 1 , 1411.5 , 0 , 53.6176143237 , 121.775 , 416.010455753 , 10.1428571429 , 1.38032896761 , 4.0 , 4.0 , 0.268425 , 0.0717479172912 , 0.863052884555 , 0.00649972556053 , 1407.0 , 1.10355090893 , 0.249767838997 , 0.00509727115941 , 4.5 , 284.5
43 , 4 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 10 , 0.025 , 7 , 6 , 1 , 0.0 , 0 , 54.9382239382 , nan , 133.172086849 , 9.69047619048 , 1.38064957133 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 8.0 , 294.0
44 , 4 , fluid , 2 , 0.0 , 0.0 , 100 , 4 , 2000 , 0.0 , 0.0 , 0.975934106802 , 40 , 5 , 0.01 , 7 , 6 , 1 , 0.0 , 0 , nan , nan , nan , 0.0714285714286 , 0.562335144619 , 2.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 4.0
45 , 5 , fluid , 2 , 0.0 , 0.0 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 50 , 1.0 , 7 , 6 , 1 , 0.0 , 0 , 4.99469026549 , 7.0 , 5.87790697674 , 39.4761904762 , 2.07192778659 , 8.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 505.0
46 , 5 , fluid , 2 , 0.0 , 0.0 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 40 , 0.75 , 7 , 6 , 1 , 0.0 , 0 , 6.4954954955 , 9.0 , 8.65575501584 , 42.6904761905 , 2.07550723273 , 8.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 9.0 , 509.0
47 , 5 , fluid , 2 , 0.0 , 0.0 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 40 , 0.5 , 7 , 6 , 1 , 0.0 , 0 , 9.27411477411 , 13.0 , 13.4267938615 , 39.6904761905 , 2.07011632864 , 8.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 489.0
48 , 5 , fluid , 2 , 0.0 , 0.0 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 20 , 0.25 , 7 , 6 , 1 , 0.0 , 0 , 15.7536919831 , 25.0 , 32.2718145893 , 38.3571428571 , 2.07439808705 , 8.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 5.0 , 467.0
49 , 5 , fluid , 2 , 137.75 , 24.9209128018 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 20 , 0.1 , 7 , 6 , 1 , 710.75 , 0 , 35.2321996837 , 61.0 , 310.26816109 , 28.1547619048 , 2.06686855427 , 8.0 , 4.5 , 0.27965 , 0.096678099453 , 0.715962877399 , 0.146156575116 , 656.0 , 1.25712414013 , 0.703436576219 , 0.0150846902835 , 6.25 , 337.5
50 , 5 , fluid , 2 , 151.75 , 19.4228015979 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 10 , 0.075 , 7 , 6 , 1 , 1287.5 , 0 , 40.6613705739 , 81.35 , 286.04942308 , 29.005952381 , 2.06668670805 , 8.0 , 4.25 , 0.332925 , 0.0777216912486 , 0.674327382089 , 0.0075554609679 , 1282.5 , 0.941940832214 , 0.459815191627 , 0.00292194576511 , 5.5 , 339.5
51 , 5 , fluid , 2 , 106.75 , 15.187401797 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 10 , 0.05 , 7 , 6 , 1 , 673.25 , 0 , 48.3579161078 , 121.625 , 452.633445602 , 21.4642857143 , 2.07050591636 , 8.0 , 6.5 , 0.294525 , 0.125445024606 , 0.660721325769 , 0.35043963201 , 533.0 , 1.51330809521 , 0.800153754309 , 0.0158347008992 , 5.0 , 255.0
52 , 5 , fluid , 2 , 71.75 , 6.16648058404 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 10 , 0.025 , 7 , 6 , 1 , 892.0 , 0 , 108.424324843 , 243.175 , 960.217009874 , 22.5416666667 , 2.04727945856 , 8.0 , 2.5 , 0.590825 , 0.317209167953 , 3.69898779118 , 0.118915563941 , 872.25 , 0.294590819515 , 0.562006981356 , 0.00758712498767 , 5.25 , 266.5
53 , 5 , fluid , 2 , 0.0 , 0.0 , 100 , 8 , 2000 , 0.0 , 0.0 , 0.902294180597 , 80 , 5 , 0.01 , 7 , 6 , 1 , 0.0 , 0 , nan , nan , nan , 0.47619047619 , 1.03972077084 , 3.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 4.0
54 , 6 , fluid , 2 , 0.0 , 0.0 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 50 , 1.0 , 7 , 5 , 1 , 0.0 , 0 , 5.02233459756 , 7.0 , 6.14652014652 , 89.3428571429 , 1.38627648318 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 2081.0
55 , 6 , fluid , 2 , 0.0 , 0.0 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 40 , 0.75 , 7 , 5 , 1 , 0.0 , 0 , 6.45193151888 , 9.0 , 8.55334987593 , 88.0857142857 , 1.38521917503 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 5.0 , 2022.0
56 , 6 , fluid , 2 , 0.0 , 0.0 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 40 , 0.5 , 7 , 5 , 1 , 0.0 , 0 , 9.44457948469 , 13.0 , 12.9156441718 , 86.1428571429 , 1.38581612226 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 7.0 , 1989.0
57 , 6 , fluid , 2 , 580.5 , 139.60054947 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 20 , 0.25 , 7 , 5 , 1 , 2143.5 , 0 , 16.5457891891 , 25.0 , 107.451024259 , 68.2857142857 , 1.38480616964 , 4.0 , 19.0 , 0.061325 , 0.185942932134 , 0.77826269661 , 0.0976402805298 , 2027.25 , 3.94729210102 , 0.917736670554 , 0.0116444806783 , 5.25 , 1579.5
58 , 6 , fluid , 2 , 654.25 , 90.0617779396 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 20 , 0.1 , 7 , 5 , 1 , 4412.5 , 0 , 30.803643471 , 61.0 , 445.749556345 , 54.1285714286 , 1.38454423103 , 4.0 , 19.75 , 0.0554 , 0.180574521054 , 0.74624485472 , 0.0137556029177 , 4382.0 , 4.04565883234 , 0.449623050856 , 0.00293125961887 , 4.25 , 1285.5
59 , 6 , fluid , 2 , 371.75 , 56.0031337777 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 10 , 0.075 , 7 , 5 , 1 , 2225.25 , 0 , 36.5132015664 , 81.325 , 333.663461403 , 50.9857142857 , 1.38550041213 , 4.0 , 11.75 , 0.11485 , 0.135310451754 , 0.637200460304 , 0.088664500062 , 2136.75 , 2.86664655975 , 0.821868666453 , 0.0122156755888 , 4.75 , 1206.0
60 , 6 , fluid , 2 , 744.75 , 56.1350124068 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 10 , 0.05 , 7 , 5 , 1 , 8013.75 , 0 , 53.1959660178 , 121.85 , 522.261019884 , 52.3214285714 , 1.38461393544 , 4.0 , 13.0 , 0.0843 , 0.112600624747 , 0.823484174168 , 0.00580602334919 , 7991.25 , 3.12290947434 , 0.422785394123 , 0.00191859459498 , 5.75 , 1238.0
61 , 6 , fluid , 2 , 0.0 , 0.0 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 10 , 0.025 , 7 , 5 , 1 , 0.0 , 0 , nan , nan , nan , 0.885714285714 , 1.37622660434 , 4.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 0.0 , 20.0
62 , 6 , fluid , 2 , 358.5 , 19.5961547632 , 400 , 4 , 1000 , 0.0 , 0.0 , 0.990107746527 , 40 , 5 , 0.01 , 7 , 5 , 1 , 4324.0 , 0 , 43.3016874305 , 607.7 , 1614.48826715 , 5.17142857143 , 1.33608063743 , 4.0 , 5.75 , 0.198475 , 0.0653892013429 , 0.633332128292 , 0.0028257692548 , 4317.75 , 1.63814982065 , 0.327648790114 , 0.00389635138458 , 3.75 , 121.25
63 , 7 , fluid , 2 , 0.0 , 0.0 , 300 , 1 , 500 , 0.0 , 0.0 , 0.943435815539 , 160 , 50 , 1.0 , 5 , 5 , 1 , 0.0 , 0 , 3.71267751992 , 5.0 , 4.5754527163 , 0.0 , 0.0 , 1.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 5.0 , 1126.0
64 , 7 , fluid , 2 , 0.0 , 0.0 , 300 , 1 , 500 , 0.0 , 0.0 , 0.943435815539 , 160 , 40 , 0.75 , 5 , 5 , 1 , 0.0 , 0 , 4.77121279431 , 6.0 , 6.25508130081 , 0.0 , 0.0 , 1.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 2.0 , 1108.0
65 , 7 , fluid , 2 , 0.0 , 0.0 , 300 , 1 , 500 , 0.0 , 0.0 , 0.943435815539 , 160 , 40 , 0.5 , 5 , 5 , 1 , 0.0 , 0 , 6.93680680939 , 9.0 , 10.1856492027 , 0.0 , 0.0 , 1.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 6.0 , 1080.0
66 , 7 , fluid , 2 , 0.0 , 0.0 , 300 , 1 , 500 , 0.0 , 0.0 , 0.943435815539 , 160 , 20 , 0.25 , 5 , 5 , 1 , 0.0 , 0 , 12.8223495702 , 18.0 , 27.6366744646 , 0.0 , 0.0 , 1.0 , 0.0 , nan , nan , nan , nan , nan , nan , nan , nan , 2.0 , 1073.0
67 , 7 , fluid , 2 , 375.5 , 46.8144017535 , 300 , 1 , 500 , 0.0 , 0.0 , 0.943435815539 , 160 , 20 , 0.1 , 5 , 5 , 1 , 2435.25 , 0 , 16.6000196636 , 43.0 , 321.319228308 , 0.0 , 0.0 , 1.0 , 12.0 , 0.08635 , 0.141218798078 , 0.69302862152 , 0.0130353727129 , 2419.5 , 3.00055184578 , 0.488943717523 , 0.00345850165755 , 8.0 , 525.5
