5, 2, 1, 1
227, 111, 60, 52, 50, 26, 21, 19, 18, 17, 15, 13, 13, 12, 11, 11, 10, 8, 8, 7, 5, 5, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
140, 114, 45, 36, 32, 31, 27, 22, 18, 17, 16, 14, 13, 13, 12, 12, 11, 11, 11, 10, 9, 9, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
243, 212, 141, 81, 71, 68, 59, 53, 43, 38, 37, 32, 32, 31, 26, 20, 19, 15, 15, 14, 14, 14, 14, 11, 11, 11, 11, 10, 7, 4, 4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1
774, 222, 208, 93, 79, 54, 42, 34, 13, 11, 5, 5, 2, 1, 1, 1, 1
615, 443, 357, 284, 13, 11, 8, 7, 1, 1, 1, 1, 1, 1
338, 131, 126, 126, 119, 67, 61, 42, 30, 11, 4, 2, 2
681, 483, 280, 66, 48, 17, 5, 2, 1, 1, 1, 1, 1
1028, 426, 44, 36, 16, 6, 4, 2, 1, 1, 1
717, 589, 193, 1, 1, 1, 1, 1
636, 354, 194, 35, 34, 5, 1, 1, 1
7,
3,
[]
3,
5, 4, 2, 1, 1
1,
3, 1, 1, 1
3, 3, 2, 2, 2, 1, 1, 1, 1
3, 2, 2, 1, 1
1, 1, 1
2, 2, 1, 1
3, 3, 3, 2, 2, 2, 2
3, 2, 2, 1, 1
4, 1
1, 1
2, 2, 1, 1, 1
13, 5, 3, 2, 2, 1, 1
12,
20, 3, 1
[]
[]
[]
[]
4, 4, 1
3, 2, 1, 1, 1
3, 3, 3, 2, 1
3, 3, 2, 1
2, 1
6, 2, 1, 1
2, 2, 1, 1
3, 3
5, 1
6, 1, 1
2,
1,
6, 1
[]
[]
[]
[]
[]
2,
2, 2, 2, 1, 1, 1
1, 1, 1
2, 1
2, 2, 1, 1, 1
2, 1, 1, 1, 1, 1
3, 2, 1, 1, 1
3, 3, 2, 2, 2, 1, 1, 1, 1
3, 2
[]
9,
1,
2,
[]
5, 2
[]
[]
[]
[]
[]
3, 2, 2, 2, 1
2, 1, 1
3, 2, 1
2, 1, 1, 1
2, 2, 1, 1, 1
1, 1
3, 2, 2, 1
11, 10, 7, 6, 5, 4, 3, 2, 2, 1, 1, 1, 1, 1
99, 82, 71, 55, 49, 33, 17, 16, 12, 2, 1, 1, 1, 1
69, 51, 34, 23, 16, 11, 8, 7, 3, 3, 3, 1, 1, 1, 1, 1
143, 131, 93, 58, 38, 8, 3, 3, 1, 1, 1
103, 41, 31, 13, 11, 5, 3, 3, 2, 2, 1, 1
127, 67, 60, 7, 6, 5, 1, 1, 1
168, 95, 73, 42, 42, 20, 16, 9, 4, 2, 2, 1, 1
51, 32, 18, 17, 2, 1
437, 33, 15
[]
[]
[]
5, 2, 2, 2, 1, 1, 1, 1, 1
4, 3, 2, 1, 1
3, 3, 1, 1, 1
3, 2, 2, 2, 1
5, 4, 3, 2, 2, 2, 1, 1
3, 3, 3, 2, 1, 1, 1, 1
4, 2, 1, 1, 1, 1, 1
75, 2, 1, 1, 1
3, 2, 2, 1
601, 191, 69
6, 4, 2
552, 350, 248, 1, 1, 1, 1, 1
324, 317, 156, 11, 7, 1
3, 2
[]
[]
[]
3,
[]
1, 1
4, 3, 2
4, 3, 2
3, 2, 1, 1
3, 1, 1, 1, 1
3, 2, 2, 1, 1, 1
23, 3, 2, 2, 1, 1
9, 6, 3, 1, 1, 1
88, 18, 1
219, 29, 10, 7, 7, 1, 1, 1
[]
48, 8, 3
2,
221, 3, 1, 1, 1
62, 1
[]
[]
[]
[]
3, 2, 1
1, 1, 1
2,
2, 2, 1
5, 3, 3, 2, 1, 1, 1
3, 2, 2, 1
2, 1, 1, 1, 1
7, 4, 2, 1, 1, 1
3, 1
2,
1,
1,
9,
[]
4,
2,
2,
[]
4,
3, 3, 1, 1, 1
3, 2, 2, 2
2, 2, 1
2,
5, 2, 2, 2, 2, 1, 1, 1
3, 2, 2, 2, 1, 1, 1, 1, 1
10, 4, 3, 3, 2, 2, 1, 1, 1
8, 1, 1
2,
2,
1,
5, 3, 1, 1
[]
6, 3, 2, 1
[]
[]
[]
[]
[]
7, 4, 2, 2, 1, 1, 1
3, 2, 2, 1, 1, 1
3, 1, 1, 1
11, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1
3, 3, 3, 2, 2, 1, 1, 1
45, 5, 4, 3, 3, 2, 2, 2, 1, 1
482, 108, 71, 70, 57, 51, 43, 41, 32, 31, 25, 23, 20, 20, 19, 14, 8, 7, 7, 6, 5, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
269, 143, 137, 108, 74, 73, 70, 66, 47, 44, 36, 19, 7, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
366, 216, 107, 85, 76, 27, 14, 2, 1, 1, 1, 1, 1, 1
405, 298, 207, 183, 100, 71, 20, 19, 10, 4, 4, 1
281, 240, 92, 21, 19, 13, 9, 4, 4, 1, 1
520, 339, 10, 3, 2, 1, 1, 1, 1, 1
365, 165, 120, 55, 9, 6, 2, 1
436, 332, 106, 63, 13, 5, 2, 1, 1
2,
[]
[]
5,
5,
2, 2, 1
2,
5, 1
4, 2, 1
[]
5, 4, 1, 1
13, 9, 3, 2, 2, 2, 1, 1, 1, 1, 1
133, 36, 23, 12, 8, 7, 6, 6, 4, 2, 1, 1
1802, 84, 3, 2, 1, 1, 1, 1, 1, 1
1388, 100, 1, 1, 1, 1, 1
36, 11, 5
883, 453, 11, 3, 1, 1, 1
782, 130, 10, 2, 1, 1, 1, 1, 1
203, 38, 2, 1, 1, 1, 1
21, 3, 1
[]
[]
[]
[]
4, 2, 2, 1
2, 1
2, 2, 1
1, 1, 1
1, 1, 1
1,
5,
5, 4, 2, 1
[]
[]
[]
[]
1,
2, 1
4,
[]
[]
[]
[]
2, 1
2, 1, 1
3, 2, 1, 1
2, 1, 1
3, 2
3, 2, 1, 1, 1, 1, 1, 1, 1
2, 1, 1, 1, 1, 1, 1
1, 1
2, 2
3, 1
2, 1, 1, 1
[]
8, 2
7, 2
8, 1
2, 2
6,
[]
1,
3, 2, 2
2, 1
3, 2, 2, 1, 1
8, 6, 1, 1, 1, 1
7, 5, 3, 1, 1, 1
3, 2, 1, 1, 1
5, 3, 2, 2, 1
10, 9, 5, 4, 2, 1, 1, 1
29, 16, 1, 1
306, 96, 87, 56, 2, 1
358, 130, 125, 2, 1, 1, 1, 1, 1, 1
138, 125, 46, 44, 7, 1, 1
50,
487, 26, 1, 1
191, 58, 32, 18, 4, 1
725, 2, 1
[]
[]
[]
12, 6, 6, 4, 2, 1
29, 10, 3, 2, 2, 1, 1, 1, 1, 1
9, 4, 3, 2, 2, 2, 1
58, 51, 38, 27, 24, 21, 19, 19, 14, 13, 13, 13, 10, 8, 6, 6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1
51, 45, 12, 12, 11, 10, 9, 9, 8, 7, 7, 6, 6, 5, 5, 4, 3, 3, 3, 2, 2, 1, 1, 1, 1
128, 103, 58, 46, 40, 32, 29, 28, 26, 25, 21, 19, 13, 13, 12, 9, 9, 9, 8, 7, 5, 5, 5, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1
152, 49, 48, 35, 26, 25, 25, 20, 14, 11, 9, 9, 7, 6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1
123, 77, 62, 33, 24, 13, 5, 3, 2, 1, 1, 1, 1
1912, 68, 40, 5, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
7, 2, 1
587, 398, 201, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1
349, 202, 142, 63, 2, 2, 2, 2, 1, 1, 1
[]
1,
3, 1
[]
4,
[]
8,
3, 2
3, 3, 2
7,
4, 3, 1
6, 4
5, 5, 4, 1
5, 4, 3, 3
3, 3, 2, 2
[]
3,
[]
[]
3,
[]
[]
2,
[]
4,
[]
7, 5, 5, 3, 3, 1
3, 2, 2, 2, 1
9, 5, 1
5, 4, 2, 1, 1, 1, 1
5, 1
4, 3, 2, 1, 1, 1
9, 7, 7, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1
6, 5, 1, 1
[]
3, 1, 1
1,
2, 2
[]
3, 2
1,
3,
[]
[]
[]
2,
3, 1
3, 2, 2, 1
1, 1
2, 2, 2, 1
1, 1
3, 3, 2, 1
3,
55, 40, 13, 7, 7, 4, 1
4,
147, 54, 28, 19, 4, 4, 1
276, 42, 1, 1, 1
71, 37, 1
56, 2
14, 1
[]
[]
[]
[]
5, 3, 1, 1
4, 1
5, 5, 5, 4, 3, 3, 2, 1, 1, 1
38, 22, 17, 15, 14, 12, 8, 7, 6, 6, 5, 4, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1
90, 47, 19, 15, 14, 10, 7, 6, 5, 5, 5, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
74, 52, 26, 24, 16, 15, 12, 11, 10, 7, 6, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1
186, 167, 106, 100, 96, 63, 62, 61, 55, 53, 50, 42, 42, 40, 37, 36, 34, 31, 27, 26, 26, 25, 24, 23, 21, 20, 20, 17, 16, 15, 15, 15, 14, 13, 12, 12, 11, 10, 10, 10, 10, 10, 9, 9, 9, 9, 8, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
168, 83, 50, 47, 38, 21, 18, 15, 13, 12, 11, 9, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 1
851, 290, 222, 215, 143, 133, 82, 75, 32, 14, 9, 8, 7, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
431, 301, 287, 259, 233, 197, 190, 92, 82, 70, 36, 20, 18, 16, 16, 13, 13, 12, 9, 8, 8, 8, 7, 6, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
988, 321, 195, 144, 140, 115, 112, 97, 75, 68, 63, 44, 36, 6, 4, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1
380, 299, 255, 179, 160, 148, 45, 43, 39, 35, 22, 20, 14, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1438, 139, 136, 91, 52, 27, 25, 17, 14, 11, 6, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
352, 230, 205, 147, 135, 87, 13, 12, 9, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1
283, 202, 166, 152, 26, 21, 20, 17, 13, 11, 11, 10, 6, 5, 4, 2, 1, 1
1165, 82, 2, 1, 1, 1, 1, 1, 1, 1
1,
5,
[]
3, 2, 1
5, 4, 1, 1
2, 2, 1, 1
3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1
4, 3, 3, 2, 1, 1, 1
6, 3, 3, 1, 1
2, 2, 2, 1, 1, 1
15, 8, 5, 4, 2, 1
175, 103, 91, 55, 2, 1, 1
48, 15, 10, 6, 5, 2, 2, 1, 1, 1
259, 147, 112, 92, 36, 4, 3, 2, 1, 1, 1, 1
29, 24, 23, 19, 2
8, 3, 2
134, 98, 27, 6, 5, 1
5,
225, 1, 1, 1
[]
[]
[]
3, 2, 1, 1, 1, 1, 1
3, 2, 2, 1, 1
4, 3, 1, 1, 1, 1
2, 2, 1, 1, 1
3, 1
7, 5, 3, 3
6, 5, 4, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1, 1
8, 4
2, 2
7, 2, 1
2,
5, 2
5,
[]
[]
[]
[]
[]
[]
6, 3, 3, 2, 1
5, 2, 2, 2, 2, 1, 1
2, 1
49, 8, 8, 7, 5, 5, 4, 4, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1
118, 50, 40, 36, 29, 27, 22, 19, 16, 14, 10, 8, 8, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
62, 55, 24, 16, 13, 8, 7, 6, 4, 1, 1, 1, 1
720, 223, 145, 131, 121, 119, 113, 102, 101, 96, 93, 87, 77, 75, 70, 69, 69, 67, 65, 52, 48, 48, 45, 43, 37, 35, 31, 28, 24, 24, 22, 20, 20, 18, 15, 14, 13, 12, 12, 12, 12, 11, 11, 11, 10, 9, 9, 9, 9, 9, 8, 8, 7, 6, 6, 6, 5, 5, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
546, 282, 248, 197, 187, 155, 149, 118, 112, 68, 61, 53, 52, 49, 47, 46, 43, 36, 36, 35, 18, 13, 12, 12, 11, 8, 7, 7, 6, 5, 4, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
382, 352, 255, 133, 43, 39, 35, 18, 5, 1, 1, 1, 1, 1, 1, 1
369, 251, 139, 135, 133, 99, 93, 84, 59, 54, 39, 32, 29, 19, 14, 6, 4, 3, 2, 2, 2, 2, 1, 1, 1
533, 187, 116, 76, 55, 47, 14, 10, 2, 2, 1, 1, 1, 1, 1
463, 199, 144, 113, 63, 52, 47, 40, 16, 11, 6, 6, 5, 1, 1, 1
399, 261, 118, 73, 55, 54, 36, 22, 14, 8, 5, 2, 1, 1, 1
474, 394, 140, 113, 80, 27, 17, 5, 3, 1, 1, 1, 1, 1, 1
581, 152, 73, 42, 14, 13, 10, 8, 7, 1, 1
61, 28, 25, 8, 1
[]
[]
[]
4, 2, 2, 2
6, 3
2, 1
3, 3, 3, 3, 3, 1, 1
3, 1, 1
5, 4, 3
2, 2, 1, 1, 1, 1, 1
10, 10, 8
536, 70, 68, 22, 1, 1, 1, 1
15, 3
239, 177, 10, 4, 2
16, 6
343, 251, 16, 12, 3, 1, 1, 1, 1, 1, 1, 1, 1
514, 6, 1, 1, 1
334, 2, 2, 1
[]
[]
[]
6,
4, 4, 2, 2, 2, 1
4, 3, 2, 2, 1
3, 2, 2, 2
8, 7, 3, 3, 2, 1, 1
6, 5, 4, 3, 1, 1
3, 3, 2, 1, 1, 1
51, 38, 29, 12, 9, 8, 7, 7, 7, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1
3, 3, 1
1,
2,
1,
1,
[]
1,
1,
[]
4,
[]
[]
4, 2, 1, 1, 1, 1, 1
3, 2, 1, 1
1,
4, 3, 3, 1, 1, 1
2, 2, 1, 1
3, 2, 2, 1, 1
17, 13, 12, 11, 10, 9, 5, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1
2, 1
2, 1
[]
2,
1,
[]
4,
[]
2,
[]
[]
[]
2, 2, 2, 1, 1, 1
6, 4, 1
3, 1, 1
3, 2, 1, 1, 1, 1
7, 3, 3, 2, 1
6, 2
4, 2, 1, 1, 1
3, 3, 2, 2
2, 2, 1, 1
1,
[]
2,
[]
6, 2
[]
[]
[]
[]
[]
1, 1
2, 1, 1
8, 2, 1
7, 1
3, 2, 2, 1, 1
8, 4, 4, 4, 3
3, 2, 1
5, 3, 3, 2, 1
10, 4, 2
84, 34, 8, 3, 2, 1, 1
189, 1
2, 2
67, 8, 3, 1
3, 3
[]
[]
[]
[]
[]
3, 2, 2, 2
4, 2, 2, 1, 1
3, 2, 1, 1, 1
4, 3, 3, 2, 2, 1
2, 2, 2, 1, 1, 1, 1, 1
6, 5, 5, 3, 3, 2, 1, 1
5, 4, 3, 1, 1, 1, 1, 1, 1, 1
6, 5, 3, 2, 2, 1, 1
139, 37, 14, 1
54, 10, 4, 3, 3, 2, 2, 1, 1
47, 31, 26, 7, 7, 6, 4, 2
32, 19, 11, 2, 1, 1
139, 31, 24, 19, 16, 16, 9, 1, 1
86, 15, 8
14, 8, 7, 4
9, 1
[]
[]
[]
1, 1
3, 2, 2, 1, 1, 1, 1, 1
3, 1
4, 2, 2, 1
3, 3, 2, 2, 1
7, 2, 2, 2, 1, 1
3, 1, 1, 1
3,
22, 12, 3
9,
3,
5,
3, 1
[]
[]
[]
[]
[]
[]
1, 1, 1, 1
1, 1, 1
6, 2
1, 1, 1, 1, 1
5, 3, 1
6, 6, 3, 1, 1, 1, 1
5, 2, 2, 2, 2, 2, 1, 1, 1, 1
14, 3, 1, 1
64, 44, 9, 4, 1
158, 26, 26, 5, 2, 1
24, 10, 1
245, 90, 33, 28, 11, 4, 2
46, 5
635, 3, 1, 1
56, 38, 15
3,
[]
[]
[]
2,
3, 1, 1
5, 3, 1
3, 2, 2, 1, 1
5, 2, 1, 1
3, 1, 1
3, 2, 2, 1, 1, 1
7, 5
462, 61, 46, 37, 25, 22, 10
244, 101, 26, 9, 8, 1
23, 12, 8
80, 23, 6, 2, 1, 1
3, 1
[]
2,
[]
[]
3,
[]
4, 2, 2, 2, 1, 1
6, 5, 2
10, 5, 2, 2, 2, 2
24, 5, 5, 5, 5, 4, 3, 3, 3, 1, 1
6, 3, 2, 2, 2, 1, 1
17, 6, 3, 3, 1
16, 8, 8, 6, 3, 3, 2, 2, 2, 2, 1, 1
3, 3, 2, 1
[]
2,
1,
[]
[]
[]
[]
[]
[]
[]
[]
1, 1, 1
4, 3
4, 2, 1, 1, 1
9, 6, 4, 3, 1, 1
3, 2, 2, 1, 1, 1, 1, 1, 1
5, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1
9, 3, 3, 3, 2, 1, 1
20, 15, 9, 7, 7, 6, 4, 4, 3, 2, 2, 2, 1, 1, 1, 1, 1
90, 74, 43, 18, 8, 7, 3, 2, 2, 1, 1, 1, 1, 1
24, 23, 6, 6, 5, 3, 2
93, 60, 51, 46, 35, 30, 21, 18, 17, 11, 6, 5, 5, 4, 1, 1, 1, 1, 1, 1, 1, 1
137, 104, 71, 45, 43, 13, 10, 2, 1, 1
118, 45, 30, 28, 23, 16, 15, 15, 5, 4, 2, 1, 1
230, 132, 54, 12, 8, 3, 3, 2, 1, 1, 1, 1, 1
112, 103, 87, 48, 34, 10, 1, 1, 1
3, 2
[]
257, 2, 1, 1
1,
1, 1, 1, 1, 1
3, 3, 3, 2, 1
4, 2, 2, 1
3, 1, 1
3, 2, 1
8, 2, 1, 1
6, 4, 4, 2, 2, 2, 1
11, 7, 5
87, 69, 56, 25, 20, 19, 16, 15, 15, 4, 1, 1, 1
83, 38, 35, 23, 15, 11, 10, 10, 8, 2, 1, 1, 1
124, 62, 50, 29, 28, 23, 19, 17, 15, 8, 8, 5, 2, 2, 1, 1, 1
88, 72, 70, 26, 16, 13, 6, 1, 1
60, 35, 30, 28, 16, 7, 6, 4, 2, 1, 1, 1
22, 14, 8, 2, 1, 1
68, 63, 40, 30, 18, 1, 1, 1
[]
[]
[]
[]
7, 3, 3, 2, 2, 2, 1, 1
6, 4, 3, 2, 1, 1
9, 6, 2, 2, 2, 1
25, 22, 16, 12, 11, 6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
35, 24, 18, 17, 13, 10, 9, 8, 7, 6, 4, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1
47, 25, 24, 22, 21, 19, 17, 16, 10, 9, 8, 7, 7, 6, 6, 5, 4, 4, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1
74, 74, 49, 28, 25, 25, 23, 21, 13, 10, 8, 8, 8, 7, 5, 4, 4, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1
463, 306, 24, 20, 17, 17, 8, 7, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1
671, 592, 372, 178, 57, 36, 22, 17, 16, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1
69, 45, 28, 1, 1
2,
499, 15, 13, 12, 10, 4, 2, 2
195, 46, 14
32, 1, 1
6, 3, 1, 1
[]
[]
[]
[]
2, 2, 2, 2
6, 3, 2, 1, 1
3, 2, 2, 1, 1, 1
4, 2, 1, 1, 1
4, 1
4, 2, 2, 2
3, 2, 2, 1, 1, 1
6, 5, 4, 3, 3, 2, 1, 1, 1
52, 25, 10, 3, 2
201, 115, 97, 15, 14, 7, 5, 5, 4, 3, 2, 2, 2, 2, 1, 1
47, 29
177, 128, 84, 29, 5, 3, 2, 1, 1, 1, 1
18, 12
12, 5, 4, 2
44, 26, 6, 5, 2, 1, 1
2,
[]
[]
[]
9, 8, 6, 2, 2, 2, 2, 1, 1
12, 12, 11, 2, 2, 1, 1
11, 9, 6, 6, 4, 3, 2, 1
217, 52, 42, 38, 27, 20, 19, 17, 16, 13, 11, 9, 8, 8, 8, 8, 7, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
201, 66, 44, 41, 25, 23, 21, 17, 6, 4, 3, 2, 2, 2, 1, 1, 1, 1
203, 36, 33, 29, 28, 24, 23, 21, 19, 18, 16, 14, 13, 9, 8, 8, 8, 7, 6, 5, 5, 5, 5, 5, 5, 5, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
261, 79, 38, 30, 26, 20, 18, 16, 16, 12, 10, 9, 7, 6, 5, 5, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1
64, 53, 33, 26, 17, 16, 14, 11, 11, 9, 9, 5, 4, 4, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1
3,
26, 12, 11, 11, 10, 7, 2, 2, 1, 1
5,
69, 13, 5, 2, 1
5, 2
7,
[]
[]
[]
[]
[]
4, 2, 1
3, 3, 2, 1, 1
2, 2, 1
38, 9, 5, 5, 4, 4, 4, 3, 2, 2, 2, 2, 1, 1, 1
65, 57, 23, 19, 12, 10, 10, 7, 6, 5, 4, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1
51, 43, 43, 6, 4, 1, 1, 1, 1
317, 59, 58, 20, 10, 6, 4, 2, 2, 2, 1, 1, 1
939, 268, 124, 9, 5, 3, 2, 1, 1, 1, 1
249, 61, 15, 9, 2, 1, 1
828, 290, 41, 2, 2, 1, 1
360, 196, 43, 1
226, 160, 34
164, 160, 99, 9, 1, 1
326, 240, 10, 10, 2, 1, 1, 1, 1
733, 74, 2, 1, 1, 1, 1
[]
[]
[]
[]
2, 2, 2
3, 3, 2, 2, 2, 2, 2, 1, 1, 1
5, 3, 2, 1, 1
4, 2, 2, 1, 1, 1, 1
2,
5, 2, 2, 1
8, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
5, 3, 1, 1, 1, 1
4, 2, 1
3, 1
2,
2, 1
6, 2
1,
[]
[]
[]
[]
[]
3, 2, 1, 1
1, 1, 1, 1
2, 2, 2, 2, 1, 1, 1
3, 1, 1
5, 2
2, 1, 1, 1
2, 2, 1
5, 1
4, 2, 2
2,
2,
[]
[]
[]
[]
[]
5,
[]
[]
4, 1, 1
3, 3, 2, 1
7, 4, 1
6, 2, 1, 1, 1, 1, 1
5, 3, 3, 2, 2, 1, 1, 1
5, 4, 4, 3, 2, 2, 1
46, 42, 30, 16, 14, 10, 9, 7, 5, 4, 4, 3, 2, 2, 2
366, 224, 202, 158, 139, 123, 56, 41, 24, 8, 6, 4, 3, 2, 2, 1, 1, 1, 1, 1
1466, 128, 107, 3, 2, 1, 1, 1, 1, 1, 1
222, 219, 205, 59, 49, 34, 32, 30, 16, 11, 2, 1, 1, 1, 1, 1
374, 257, 127, 49, 13, 7, 3, 2, 1
5, 2
397, 213, 2, 2, 2, 2, 1, 1
33, 5, 1, 1
2,
[]
[]
[]
[]
2, 1, 1, 1
4, 2, 2, 2, 2, 1, 1, 1, 1
2, 2, 2, 2, 1, 1
2, 2, 1, 1, 1
1, 1
8, 5, 4, 2, 2, 1, 1, 1, 1, 1, 1, 1
3, 2, 2, 2, 1
8, 4, 1, 1
67, 51, 9, 1
