RowID, sim, motion, D, ind.prod, biomass.prod, res.inflow, res.types, max.res, barrier.width, barrier.height, logseries.a, starting.seed, stop.point, FlowRate, Width, Height, Viscosity, N, immigration.rate, particle.tau, cell.tau, resource.concentration, shannons.resource.diversity, resource.richness, S, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, avg.per.capita.growth, avg.per.capita.maint
0 , 0 , fluid , 2 , 0 , 0 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 50 , 1.0 , 8 , 10 , 1 , 0 , 0 , 7.0 , 6.3908045977 , 14.825 , 0.693053671911 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , fluid , 2 , 0 , 0 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 40 , 0.75 , 8 , 10 , 1 , 0 , 0 , 9.0 , 9.16513761468 , 14.55 , 0.693105750134 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , fluid , 2 , 0 , 0 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 40 , 0.5 , 8 , 10 , 1 , 0 , 0 , 13.0 , 16.2592228234 , 14.0125 , 0.693088637168 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , fluid , 2 , 265 , 63.9604417043 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 20 , 0.25 , 8 , 10 , 1 , 984 , 0 , 25.0 , 51.1174069899 , 13.3625 , 0.693141785454 , 2 , 16 , 0.1416 , 0.136255718014 , 0.0 , 0.558732401348 , 542 , 2.43810440251 , 0.717275750724 , 0.0175553881292
0 , 0 , fluid , 2 , 0 , 0.00116626140642 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 20 , 0.1 , 8 , 10 , 1 , 0 , 0 , nan , 21.9230769231 , 7.95 , 0.693142267078 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , fluid , 2 , 0 , 0 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 10 , 0.075 , 8 , 10 , 1 , 0 , 0 , nan , nan , 0.375 , 0.677494404449 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , fluid , 2 , 0 , 0 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 10 , 0.05 , 8 , 10 , 1 , 0 , 0 , nan , nan , 0.2875 , 0.691271788826 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , fluid , 2 , 0 , 0 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 5 , 0.025 , 8 , 10 , 1 , 0 , 0 , nan , nan , 0.1125 , 0.688138813714 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 0 , fluid , 2 , 0 , 0 , 400 , 2 , 4000 , 0.0 , 0.0 , 0.998631957135 , 10 , 5 , 0.01 , 8 , 10 , 1 , 0 , 0 , nan , nan , 0.0625 , 0.598269588585 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 1 , fluid , 2 , 29 , 8.29853411067 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 50 , 1.0 , 9 , 9 , 1 , 77 , 0 , 7.0 , 9.94392294507 , 16.0864197531 , 0.693096401502 , 2 , 6 , 0.4225 , 0.307552992004 , 0.0 , 0.605498397706 , 39 , 0.825134359896 , 0.948707142374 , 0.00524243032872
0 , 1 , fluid , 2 , 515 , 158.390507358 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 40 , 0.75 , 9 , 9 , 1 , 1395 , 0 , 10.0 , 15.2527057207 , 15.2469135802 , 0.693037797594 , 2 , 21 , 0.1123 , 0.150004095092 , 0.0 , 0.575841523105 , 834 , 3.41916287469 , 0.922404211937 , 0.0128270042283
0 , 1 , fluid , 2 , 1241 , 322.87107226 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 40 , 0.5 , 9 , 9 , 1 , 3814 , 0 , 14.0 , 28.4237755031 , 13.4814814815 , 0.692977394407 , 2 , 32 , 0.032 , 0.285045892052 , 0.0 , 0.0224163783747 , 3771 , 5.38815069861 , 0.953198449782 , 0.00321456178065
0 , 1 , fluid , 2 , 923 , 187.829127278 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 20 , 0.25 , 9 , 9 , 1 , 3679 , 0 , 28.0 , 50.8395881007 , 13.0740740741 , 0.692958125436 , 2 , 22 , 0.0462 , 0.209438632115 , 0.0 , 0.0156991027955 , 3650 , 4.36435046694 , 0.95407836238 , 0.00305800917158
0 , 1 , fluid , 2 , 535 , 79.2014418679 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 20 , 0.1 , 9 , 9 , 1 , 3345 , 0 , 70.0 , 121.015458807 , 12.024691358 , 0.692345256775 , 2 , 8 , 0.1939 , 0.0696593531442 , 0.0 , 0.355315498893 , 2576 , 1.94740416093 , 0.712067610841 , 0.00610234977694
0 , 1 , fluid , 2 , 688 , 54.2047163129 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 10 , 0.075 , 9 , 9 , 1 , 6930 , 0 , 93.6 , 99.6980206952 , 8.79012345679 , 0.692677914242 , 2 , 15 , 0.1138 , 0.0793770904514 , 0.0 , 0.41409764518 , 5003 , 2.94241019565 , 0.584080311699 , 0.0027141108239
0 , 1 , fluid , 2 , 1458 , 81.3004081734 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 10 , 0.05 , 9 , 9 , 1 , 17368 , 0 , 139.5 , 190.412570406 , 5.04938271605 , 0.692963143828 , 2 , 26 , 0.0534 , 0.0940735826614 , 0.0 , 0.280342430506 , 14599 , 4.67132125914 , 0.574946229352 , 0.00355979033742
0 , 1 , fluid , 2 , 0 , 0 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 5 , 0.025 , 9 , 9 , 1 , 0 , 0 , nan , nan , 0.123456790123 , 0.304636097349 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 1 , fluid , 2 , 0 , 0 , 400 , 2 , 1000 , 0.0 , 0.0 , 0.983174164601 , 160 , 5 , 0.01 , 9 , 9 , 1 , 0 , 0 , nan , nan , 0.0864197530864 , 0.376770161256 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 2 , fluid , 2 , 0 , 0 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 50 , 1.0 , 8 , 7 , 1 , 0 , 0 , 7.0 , 6.5910652921 , 238.428571429 , 2.7693265648 , 16 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 2 , fluid , 2 , 27 , 6.9935793798 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 40 , 0.75 , 8 , 7 , 1 , 83 , 0 , 9.0 , 13.0623885918 , 239.178571429 , 2.76869136064 , 16 , 2 , 0.5374 , 0.22618163021 , 0.0 , 0.0696762955436 , 80 , 0.0 , 0.88412491854 , 0.00322206380978
0 , 2 , fluid , 2 , 0 , 0 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 40 , 0.5 , 8 , 7 , 1 , 0 , 0 , 13.0 , 16.1598393574 , 225.25 , 2.76882494928 , 16 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 2 , fluid , 2 , 465 , 92.8788011018 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 20 , 0.25 , 8 , 7 , 1 , 2073 , 0 , 25.0 , 44.0712609861 , 187.142857143 , 2.76742380413 , 16 , 14 , 0.0729 , 0.160543317871 , 0.0 , 0.0201422790761 , 2052 , 3.3281519026 , 0.857788853555 , 0.00281254966086
0 , 2 , fluid , 2 , 0 , 0 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 20 , 0.1 , 8 , 7 , 1 , 0 , 0 , nan , nan , 5.10714285714 , 2.58134963559 , 15 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 2 , fluid , 2 , 330 , 45.313512626 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 10 , 0.075 , 8 , 7 , 1 , 2195 , 0 , 82.8 , 138.940206366 , 111.75 , 2.76234391009 , 16 , 15 , 0.1033 , 0.112195817531 , 0.0 , 0.354882757977 , 1734 , 3.30534462124 , 0.972709414074 , 0.0162548611523
0 , 2 , fluid , 2 , 370 , 34.7373678239 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 10 , 0.05 , 8 , 7 , 1 , 2841 , 0 , 123.5 , 179.472095219 , 113.535714286 , 2.75721968421 , 16 , 4 , 0.2505 , 0.0535826225243 , 0.0 , 0.00211044566532 , 2838 , 1.15470053838 , 0.605205508832 , 0.00899963313904
0 , 2 , fluid , 2 , 0 , 0 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 5 , 0.025 , 8 , 7 , 1 , 0 , 0 , nan , nan , 1.14285714286 , 2.02532622077 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
0 , 2 , fluid , 2 , 0 , 0 , 300 , 16 , 8000 , 0.0 , 0.0 , 0.98881986263 , 10 , 5 , 0.01 , 8 , 7 , 1 , 0 , 0 , nan , nan , 1.01785714286 , 2.02532622077 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
