RowID, sim, motion, D, ind.prod, biomass.prod, res.inflow, res.types, max.res.val, barrier.width, barrier.height, logseries.a, starting.seed, lower.limit, FlowRate, Width, Height, Viscosity, N, immigration.rate, resource.tau, particle.tau, individual.tau, resource.concentration, shannons.resource.diversity, resource.richness, S, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, avg.per.capita.growth, avg.per.capita.maint, tracer.particles, resource.particles, speciation
107,12, fluid ,2,132,13.2042502,250,2,150,0.1,0.1,0.953340711,500,4,0.1,8,10,10,1202,0,26.45427383,47.25,89.22962309,3.1375,0.689892032,2,31.5,0.1155,0.177715492,0.156378601,0.725086285,502,3.759269668,0.389293863,0.009323434,9,464.5, yes
108,12, fluid ,2,240.5,16.18675289,250,2,150,0.1,0.1,0.953340711,500,1,0.075,8,10,10,2493,0,27.00337251,61,54.00460642,2.08125,0.692760207,2,27.5,0.18105,0.14471228,0.023619352,0.708579311,1058,2.679732341,0.11663762,0.003434244,1.5,341.5, yes
109,12, fluid ,2,88.5,9.164323902,250,2,150,0.1,0.1,0.953340711,500,1,0.05,8,10,10,903,0,29.58325187,61,56.7460358,1.94375,0.69224931,2,19.5,0.313,0.161498371,0.032656944,0.746118981,299,1.773413092,0.164217774,0.006422889,3,300, yes
110,12, fluid ,2,14.5,1.133988207,250,2,150,0.1,0.1,0.953340711,500,1,0.025,8,10,10,282,0,38.04266474,0,116.3556534,1.34375,0.691667768,2,4,0.6201,0.49321593,0.985185185,0.576349789,165.5,0.467473583,0.349469085,0.007462809,1.5,224.5, yes
111,12, fluid ,2,0,0.000203227,250,2,150,0.1,0.1,0.953340711,500,1,0.01,8,10,10,0,0,0,0,0,0.30625,0.691911715,2,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,51.5, yes
112,13, fluid ,2,0,0,200,4,300,0.1,0.1,0.914407523,1000,50,1,7,7,10,0,0,3.702593537,0,0,12.1122449,1.38414477,4,0, nan , nan , nan , nan , nan , nan , nan , nan ,3.5,387, yes
113,13, fluid ,2,0,0,200,4,300,0.1,0.1,0.914407523,1000,50,0.75,7,7,10,0,0,5.238415301,0,0,12.37755102,1.37856326,4,0, nan , nan , nan , nan , nan , nan , nan , nan ,3.5,414.5, yes
114,13, fluid ,2,0,0.006396714,200,4,300,0.1,0.1,0.914407523,1000,10,0.5,7,7,10,4.5,0,7.600503488,8.9,17.07272727,12.64285714,1.380905357,4,2,0.75,0.75981308,0,0.666666667,4,0.213833433,0.07338285,0.004142437,4.5,406.5, yes
115,13, fluid ,2,10.5,0.827849089,200,4,300,0.1,0.1,0.914407523,1000,4,0.25,7,7,10,101.5,0,13.27604066,11,23.10266435,11.86734694,1.38057716,4,11.5,0.6197,0.439060043,0.117977528,0.82660515,23.5,0.440588477,0.094059668,0.004686229,5,405.5, yes
116,13, fluid ,2,67,6.795225662,200,4,300,0.1,0.1,0.914407523,1000,4,0.1,7,7,10,809,0,25.92824074,29.5,57.48705709,10.51020408,1.3772814,4,11.5,0.23345,0.153164329,0.069369369,0.469525384,588.5,1.777115525,0.1072059,0.004370998,4,321.5, yes
117,13, fluid ,2,46,5.062455734,200,4,300,0.1,0.1,0.914407523,1000,1,0.075,7,7,10,382,0,18.41388889,16.5,28.50728332,5.693877551,1.374081798,4,20.5,0.2551,0.278658071,0.122807018,0.80829502,137,2.768835403,0.092417745,0.005209736,3.5,208.5, yes
118,13, fluid ,2,110,8.00512791,200,4,300,0.1,0.1,0.914407523,1000,1,0.05,7,7,10,1422.5,0,29.894408,0,89.28287053,5.653061224,1.384207585,4,11.5,0.1553,0.101111646,0.331081081,0.432160524,1043,2.677805495,0.095873542,0.003052233,2.5,190, yes
119,13, fluid ,2,0,0.000642776,200,4,300,0.1,0.1,0.914407523,1000,1,0.025,7,7,10,1,0,54.15,0,59.01092896,6.520408163,1.374694512,4,0.5,1,1,0,0,2,0,0.046922941,0.001299414,1,223, yes
120,13, fluid ,2,0,3.81E-05,200,4,300,0.1,0.1,0.914407523,1000,1,0.01,7,7,10,0,0,0,0,0,1.612244898,1.382302437,4,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,54, yes
121,14, fluid ,2,0,0,100,8,300,0.1,0.1,0.961704446,1000,50,1,8,6,10,0,0,4.747688581,4.2,0,22.20833333,2.054127154,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,5,299.5, yes
122,14, fluid ,2,104,24.16796778,100,8,300,0.1,0.1,0.961704446,1000,50,0.75,8,6,10,380,0,6.19649229,8.17,59.64655314,17.21875,2.071320563,8,20.5,0.08025,0.280576703,0.302380952,0.341254992,307.5,4.026355698,0.74140716,0.04070375,7,225, yes
123,14, fluid ,2,0,0.017245737,100,8,300,0.1,0.1,0.961704446,1000,10,0.5,8,6,10,10.5,0,9.562007168,9.833333333,22.87576249,18.88541667,2.065120222,8,4,0.9037,0.898243661,0,0.861678005,4,-0.391042318,0.070164622,0.004219329,3.5,255.5, yes
124,14, fluid ,2,107,11.47100294,100,8,300,0.1,0.1,0.961704446,1000,4,0.25,8,6,10,954,0,14.11795948,10.875,25.91383098,15.07291667,2.05186289,8,43,0.20975,0.280458755,0.039231385,0.851329363,322,3.645037004,0.119063978,0.004647584,5.5,216.5, yes
125,14, fluid ,2,140,8.77717614,100,8,300,0.1,0.1,0.961704446,1000,4,0.1,8,6,10,1750,0,37.40213123,45.875,80.80514715,15.125,2.050825525,8,16,0.1728,0.11962784,0.122907309,0.636465178,977.5,3.022743516,0.092286054,0.002088489,6,205, yes
126,14, fluid ,2,149,11.01618517,100,8,300,0.1,0.1,0.961704446,1000,1,0.075,8,6,10,1874.5,0,31.57954545,0,87.80421479,9.770833333,2.054260668,8,21,0.13825,0.131446087,0.166744512,0.650081825,980,3.115455089,0.096274388,0.002528193,5.5,143, yes
127,14, fluid ,2,113,6.243889253,100,8,300,0.1,0.1,0.961704446,1000,1,0.05,8,6,10,1459.5,0,47.10763889,87,99.20665031,13.5,2.044869179,8,16,0.16195,0.129223081,0.085281981,0.594392473,905,2.883113416,0.099653893,0.003235774,4.5,175.5, yes
128,14, fluid ,2,41,3.687971555,100,8,300,0.1,0.1,0.961704446,1000,1,0.025,8,6,10,529.5,0,55.06944444,0,90.50455193,7.416666667,2.060748108,8,9,0.34825,0.166186081,0.136111111,0.611683504,254,1.392080556,0.116910822,0.003281677,1.5,97.5, yes
129,14, fluid ,2,0,0.000323077,100,8,300,0.1,0.1,0.961704446,1000,1,0.01,8,6,10,0,0,0,0,0,1.770833333,1.925354527,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,27, yes
130,15, random_walk ,2,0,9.56E-06,300,6,200,0.1,0.1,0.958755662,1000,50,1,9,8,10,0,0,0.127592299,3.526315789,0,5.256944444,1.776201223,6,0, nan , nan , nan , nan , nan , nan , nan , nan ,12,156, yes
131,15, random_walk ,2,0,0,300,6,200,0.1,0.1,0.958755662,1000,50,0.75,9,8,10,0,0,0.547531649,0,0,5.534722222,1.765454897,6,0, nan , nan , nan , nan , nan , nan , nan , nan ,10.5,156, yes
132,15, random_walk ,2,0.5,0.004706279,300,6,200,0.1,0.1,0.958755662,1000,10,0.5,9,8,10,3.5,0,1.017480744,8.848484848,14.61777583,5.875,1.769177218,6,2.5,0.7538,0.878556098,0,0.734693878,3,1.5,0.071535051,0.005103377,4,163, yes
133,15, random_walk ,2,0,0.010887738,300,6,200,0.1,0.1,0.958755662,1000,4,0.25,9,8,10,8,0,4.753385798,23.625,30.30248307,10.11111111,1.782622102,6,3.5,0.65715,0.740657653,0.875,0.493055556,5,0.701757078,0.079615222,0.00157703,6.5,305.5, yes
134,15, random_walk ,2,36,4.082833935,300,6,200,0.1,0.1,0.958755662,1000,4,0.1,9,8,10,264.5,0,19.68643657,0,107.4363903,10.41666667,1.784428257,6,12.5,0.3142,0.295878218,0.082262211,0.733901047,114,2.138804251,0.275162546,0.005874622,15,299, yes
135,15, random_walk ,2,31,3.316682034,300,6,200,0.1,0.1,0.958755662,1000,1,0.075,9,8,10,243,0,33.76740073,0,103.9319261,15.00694444,1.784348004,6,16,0.4689,0.373606151,0.060747664,0.864077502,55.5,1.290490654,0.215425068,0.007609416,8,449, yes
136,15, random_walk ,2,64,3.944089975,300,6,200,0.1,0.1,0.958755662,1000,1,0.05,9,8,10,663.5,0,50.61968112,0,107.9420573,20.75694444,1.786513832,6,9.5,0.15565,0.157258418,0.235399285,0.322393425,543,2.513828962,0.093203525,0.00227595,5,617, yes
137,15, random_walk ,2,16.5,2.625817461,300,6,200,0.1,0.1,0.958755662,1000,1,0.025,9,8,10,67,0,23.60343105,0,98.40942732,13.28472222,1.784071391,6,2.5,0.4627,0.213344134,0.463768116,0.108405648,63,0.35042409,0.877674921,0.028418058,4,398, yes
138,15, random_walk ,2,5.5,0.365315207,300,6,200,0.1,0.1,0.958755662,1000,1,0.01,9,8,10,53,0,0,0,97.65127916,7.055555556,1.782834084,6,1.5,0.9995,0.999695333,0.046391753,0.249760867,29.5,0,0.297779851,0.005805367,2,203, yes
139,16, random_walk ,2,0,0.00018351,300,2,300,0.1,0.1,0.946036972,100,50,1,9,9,10,0,0,0.085916571,0,0,1.024691358,0.693128807,2,0, nan , nan , nan , nan , nan , nan , nan , nan ,5.5,165, yes
140,16, random_walk ,2,0,0.000169737,300,2,300,0.1,0.1,0.946036972,100,50,0.75,9,9,10,0,0,0.442202532,0,0,1.055555556,0.692528813,2,0, nan , nan , nan , nan , nan , nan , nan , nan ,9.5,166.5, yes
141,16, random_walk ,2,3.5,0.64651755,300,2,300,0.1,0.1,0.946036972,100,10,0.5,9,9,10,29.5,0,1.253171464,5.886363636,30.42576137,1.543209877,0.691117135,2,5,0.55985,0.457177473,0.105263158,0.420181092,22.5,0.861727484,0.085431019,0.006781006,9,235, yes
142,16, random_walk ,2,0,0.004774306,300,2,300,0.1,0.1,0.946036972,100,4,0.25,9,9,10,3.5,0,3.863492143,15.69642857,24.43571429,1.098765432,0.689880303,2,2,0.85,0.868668397,0.5,0.409722222,2.5,0,0.044602371,0.003362321,4.5,172.5, yes
143,16, random_walk ,2,39,5.283967135,300,2,300,0.1,0.1,0.946036972,100,4,0.1,9,9,10,175.5,0,22.30152495,0,102.3762028,2.179012346,0.692161913,2,6.5,0.22225,0.175308931,0.438547486,0.277357937,146.5,1.784385195,0.632838261,0.012654796,10.5,339.5, yes
144,16, random_walk ,2,17.5,1.673373364,300,2,300,0.1,0.1,0.946036972,100,1,0.075,9,9,10,124.5,0,31.38946555,0,103.454011,3.148148148,0.691966123,2,4,0.35375,0.225821448,0.731182796,0.288722411,105,1.115073386,0.151996776,0.003507261,7,533, yes
145,16, random_walk ,2,0,8.49E-05,300,2,300,0.1,0.1,0.946036972,100,1,0.05,9,9,10,0,0,0,0,0,1.771604938,0.688484781,2,0, nan , nan , nan , nan , nan , nan , nan , nan ,4.5,262, yes
146,16, random_walk ,2,0,4.47E-05,300,2,300,0.1,0.1,0.946036972,100,1,0.025,9,9,10,0,0,0,0,0,0.783950617,0.691583128,2,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,134.5, yes
147,16, random_walk ,2,0,7.72E-06,300,2,300,0.1,0.1,0.946036972,100,1,0.01,9,9,10,0,0,0,0,0,0.345679012,0.689259642,2,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,51.5, yes
148,17, random_walk ,2,0,0.00031255,200,10,100,0.1,0.1,0.921950625,500,50,1,8,10,10,0,0,0.109785399,3.839285714,0,7.09375,2.272898048,10,0, nan , nan , nan , nan , nan , nan , nan , nan ,1.5,121, yes
149,17, random_walk ,2,0,0,200,10,100,0.1,0.1,0.921950625,500,50,0.75,8,10,10,0,0,0.313540856,0,0,6.15625,2.265935687,10,0, nan , nan , nan , nan , nan , nan , nan , nan ,10.5,102.5, yes
150,17, random_walk ,2,0,0.001350756,200,10,100,0.1,0.1,0.921950625,500,10,0.5,8,10,10,1.5,0,1.195034688,8.95,29.74331276,7.11875,2.262910861,10,0.5,1,1,0,0,3,0,0.04247441,0.001476431,6.5,131, yes
151,17, random_walk ,2,3,0.209939263,200,10,100,0.1,0.1,0.921950625,500,4,0.25,8,10,10,28,0,4.344405417,20.91428571,37.37832755,8.4125,2.263926647,10,2,0.7193,0.690955864,0.158536585,0.12,27,0.353553391,0.071029191,0.006509555,5.5,150.5, yes
152,17, random_walk ,2,13.5,0.95510813,200,10,100,0.1,0.1,0.921950625,500,4,0.1,8,10,10,116.5,0,18.43334435,45.54166667,74.32233704,17.5,2.284515097,10,7.5,0.4014,0.373561477,0.529411765,0.650573103,57,1.552616415,0.105900333,0.004168073,3,321, yes
153,17, random_walk ,2,0,0.000230777,200,10,100,0.1,0.1,0.921950625,500,1,0.075,8,10,10,0,0,0,0,0,22.65625,2.278067657,10,0, nan , nan , nan , nan , nan , nan , nan , nan ,9,419, yes
154,17, random_walk ,2,5.5,0.438060758,200,10,100,0.1,0.1,0.921950625,500,1,0.05,8,10,10,61.5,0,37.80772485,0,104.5703388,12.0125,2.282391812,10,2,0.67825,0.5848134,0.46031746,0.0325,60.5,0.353553391,0.106517088,0.005959006,6,213.5, yes
155,17, random_walk ,2,29,1.807135443,200,10,100,0.1,0.1,0.921950625,500,1,0.025,8,10,10,400.5,0,0,0,111.2381707,19.78125,2.294052257,10,4,0.57275,0.559742512,0.02012987,0.009041997,397,1.020617138,0.062789822,0.001850951,3.5,371.5, yes
156,17, random_walk ,2,0,0.000117412,200,10,100,0.1,0.1,0.921950625,500,1,0.01,8,10,10,0,0,0,0,0,0.9875,2.187270992,10,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,19, yes
157,18, random_walk ,2,0,9.47E-06,250,10,100,0.1,0.1,0.949141103,1000,50,1,10,7,10,0,0,0.147011855,0,0,8.15,2.279487502,10,0, nan , nan , nan , nan , nan , nan , nan , nan ,6.5,129, yes
158,18, random_walk ,2,0,0.000177096,250,10,100,0.1,0.1,0.949141103,1000,50,0.75,10,7,10,0,0,0.403771873,3.269230769,0,8.65,2.261976235,10,0, nan , nan , nan , nan , nan , nan , nan , nan ,9,135, yes
159,18, random_walk ,2,0,0,250,10,100,0.1,0.1,0.949141103,1000,10,0.5,10,7,10,0,0,0.920681818,0,0,7.328571429,2.258577379,10,0, nan , nan , nan , nan , nan , nan , nan , nan ,6.5,105, yes
160,19, random_walk ,2,0,0.029934851,250,10,100,0.1,0.1,0.949141103,1000,4,0.25,10,7,10,3.5,0,0,11.08333333,0,14.38571429,2.284206067,10,2,0.95,0.961949055,0.25,0.472222222,2,0,0.079358776,0.00114312,18.5,210.5, yes
161,19, random_walk ,2,23.5,3.994692165,250,10,100,0.1,0.1,0.949141103,1000,4,0.1,10,7,10,154.5,0,25.79351605,0,96.89940056,29.56428571,2.294715451,10,11.5,0.4913,0.397472969,0.075418994,0.815550023,50,1.293278567,0.286085726,0.010845036,15,456, yes
162,19, random_walk ,2,13,1.494939901,250,10,100,0.1,0.1,0.949141103,1000,1,0.075,10,7,10,92.5,0,37.48045241,0,88.29706528,31.81428571,2.298324452,10,8,0.65425,0.580977326,0.132978723,0.806593647,29,0.911335046,0.131668682,0.005210938,7,485.5, yes
163,19, random_walk ,2,28,2.797371093,250,10,100,0.1,0.1,0.949141103,1000,1,0.05,10,7,10,214.5,0,36.69083907,0,98.77084114,23.78571429,2.285481768,10,15.5,0.4681,0.32262281,0.336842105,0.850280696,44,0.927804003,0.178179761,0.00562904,12,383.5, yes
164,19, random_walk ,2,62.5,6.158570051,250,10,100,0.1,0.1,0.949141103,1000,1,0.025,10,7,10,640,0,0,0,106.2466379,27.76428571,2.291972192,10,5,0.51635,0.515415985,0.000783085,0.251239306,620.5,1.132608581,0.084467653,0.001915703,6.5,424.5, yes
165,19, random_walk ,2,0.5,0.002458795,250,10,100,0.1,0.1,0.949141103,1000,1,0.01,10,7,10,1,0,0,0,72.77542373,7.021428571,2.27815299,10,0.5,1,1,0,0,2,0,0.096245067,0.006882581,1,100.5, yes
166,20, random_walk ,2,0,0.000417072,300,6,250,0.1,0.1,0.988864989,500,50,1,8,10,10,0,0,0.094246871,5.05,0,5.175,1.78535088,6,0, nan , nan , nan , nan , nan , nan , nan , nan ,6,165.5, yes
167,20, random_walk ,2,0,0,300,6,250,0.1,0.1,0.988864989,500,50,0.75,8,10,10,0,0,0.483055436,6.605263158,0,4.275,1.774171981,6,0, nan , nan , nan , nan , nan , nan , nan , nan ,7.5,147.5, yes
168,20, random_walk ,2,0,0.000355221,300,6,250,0.1,0.1,0.988864989,500,10,0.5,8,10,10,0,0,0.965123866,8.75,0,3.9375,1.769938576,6,0, nan , nan , nan , nan , nan , nan , nan , nan ,7.5,122, yes
169,20, random_walk ,2,2.5,0.117163449,300,6,250,0.1,0.1,0.988864989,500,4,0.25,8,10,10,16,0,3.837124193,27.875,36.92501035,8.425,1.780078295,6,3,0.85215,0.90504369,0.086956522,0.358024691,13.5,0.575024668,0.072143904,0.001734319,8,259.5, yes
170,20, random_walk ,2,1,0.03917643,300,6,250,0.1,0.1,0.988864989,500,4,0.1,8,10,10,14.5,0,21.05032489,0,79.10204381,12.225,1.775580668,6,2.5,0.6494,0.580952721,0,0.692033294,13,0.63451677,0.043327154,0.002372851,7.5,389, yes
171,20, random_walk ,2,1.5,0.179839229,300,6,250,0.1,0.1,0.988864989,500,1,0.075,8,10,10,34.5,0,27.64389161,0,91.71037486,17.23125,1.785100091,6,5,0.68135,0.536287379,0.269230769,0.662749895,13.5,-0.110715911,0.05093032,0.002701354,7,561.5, yes
172,20, random_walk ,2,0,0.00017551,300,6,250,0.1,0.1,0.988864989,500,1,0.05,8,10,10,0,0,0,0,0,20.15625,1.785412969,6,0, nan , nan , nan , nan , nan , nan , nan , nan ,5,658.5, yes
173,20, random_walk ,2,11,1.116969044,300,6,250,0.1,0.1,0.988864989,500,1,0.025,8,10,10,110,0,37.20789185,0,106.3582145,14.1875,1.783009934,6,4,0.4525,0.189940568,0.326315789,0.314561418,75.5,0.396140554,0.47434161,0.012028775,2.5,463.5, yes
174,20, random_walk ,2,0,0,300,6,250,0.1,0.1,0.988864989,500,1,0.01,8,10,10,0,0,0,0,0,3.20625,1.782073032,6,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,99.5, yes
175,21, random_walk ,2,0,0,100,8,300,0.1,0.1,0.913017122,100,50,1,6,9,10,0,0,0.146686523,0,0,3.138888889,1.969082936,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,3.5,57, yes
176,21, random_walk ,2,0,0,100,8,300,0.1,0.1,0.913017122,100,50,0.75,6,9,10,0,0,0.317470665,0,0,3.648148148,1.96083929,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,6.5,54, yes
177,21, random_walk ,2,0,0.000290094,100,8,300,0.1,0.1,0.913017122,100,10,0.5,6,9,10,0.5,0,1.570028011,0,16.9057377,2.675925926,2.004939717,8,0.5,1,1,0,0,1,0,0.084623522,0.002559986,7,39, yes
178,21, random_walk ,2,0,0.000438699,100,8,300,0.1,0.1,0.913017122,100,4,0.25,6,9,10,1,0,6.370624435,0,32.38181818,5.759259259,2.048492717,8,1,1,1,0,0.5,1,0,0.021551674,0.002184323,10,93, yes
179,21, random_walk ,2,0,3.89E-05,100,8,300,0.1,0.1,0.913017122,100,4,0.1,6,9,10,0,0,0,0,0,10.81481481,2.045589611,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,7,161.5, yes
180,21, random_walk ,2,4.5,0.15076604,100,8,300,0.1,0.1,0.913017122,100,1,0.075,6,9,10,21,0,41.44628431,0,98.96904762,12.80555556,2.059164562,8,1,1,1,0.117647059,0,21,0,0.084155929,0.006618686,9.5,183.5, yes
181,21, random_walk ,2,0.5,0.028228544,100,8,300,0.1,0.1,0.913017122,100,1,0.05,6,9,10,21.5,0,38.52921456,0,106.1671141,15.97222222,2.063885521,8,1,1,1,0.36,0,21.5,0,0.091327468,0.001078369,7.5,249.5, yes
182,21, random_walk ,2,0,0,100,8,300,0.1,0.1,0.913017122,100,1,0.025,6,9,10,0,0,0,0,0,2.768518519,1.938239309,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,41.5, yes
183,21, random_walk ,2,0,0,100,8,300,0.1,0.1,0.913017122,100,1,0.01,6,9,10,0,0,0,0,0,0.351851852,1.33217904,4,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,5, yes
184,22, fluid ,2,0,0,200,8,100,0.1,0.1,0.932828305,1000,50,1,7,7,10,0,0,3.887511721,0,0,29.12244898,2.072264248,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,2.5,398.5, yes
185,22, fluid ,2,0,0,200,8,100,0.1,0.1,0.932828305,1000,50,0.75,7,7,10,0,0,5.21526755,5.266666667,0,28.63265306,2.074926901,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,3,400.5, yes
186,22, fluid ,2,53.5,11.24383284,200,8,100,0.1,0.1,0.932828305,1000,10,0.5,7,7,10,201,0,7.570493701,8,20.62855741,28.53061224,2.071319756,8,9.5,0.1364,0.25278485,0.286919831,0.205958512,180.5,2.557565136,0.81472499,0.012469209,3.5,409, yes
187,22, fluid ,2,2.5,0.054273489,200,8,100,0.1,0.1,0.932828305,1000,4,0.25,7,7,10,33.5,0,13.20808513,12,23.53050984,30.19387755,2.075246558,8,7,0.63175,0.533777526,0.464285714,0.685858501,10.5,0.316005658,0.068001769,0.00312709,3.5,415, yes
188,22, fluid ,2,84,10.29289861,200,8,100,0.1,0.1,0.932828305,1000,4,0.1,7,7,10,398.5,0,24.95213412,26.125,92.00234407,22.40816327,2.061768413,8,16.5,0.1248,0.249427459,0.29495614,0.470001283,259.5,3.094629328,0.805907016,0.019750341,4,329.5, yes
189,22, fluid ,2,80,7.355442034,200,8,100,0.1,0.1,0.932828305,1000,1,0.075,7,7,10,603,0,16.64554906,52,56.33640519,10.78571429,2.056215479,8,16.5,0.1835,0.173237847,0.37854251,0.648479181,324.5,2.838118454,0.559580083,0.012242081,2.5,148.5, yes
190,22, fluid ,2,110.5,11.04324072,200,8,100,0.1,0.1,0.932828305,1000,1,0.05,7,7,10,1148,0,20.11070002,0,89.96505741,7.683673469,2.022519161,8,15.5,0.1223,0.138930803,0.194545455,0.466417919,774.5,2.777186408,0.322414389,0.005120804,5,109.5, yes
191,22, fluid ,2,29.5,2.322895478,200,8,100,0.1,0.1,0.932828305,1000,1,0.025,7,7,10,247.5,0,39.7487163,0,101.3235666,11.85714286,2.056033043,8,7,0.20215,0.181223074,1.180769231,0.240652686,211.5,1.955821412,0.183014165,0.01035601,1.5,169, yes
192,22, fluid ,2,0,0.000130561,200,8,100,0.1,0.1,0.932828305,1000,1,0.01,7,7,10,0,0,0,0,0,2.897959184,1.954558391,8,0, nan , nan , nan , nan , nan , nan , nan , nan ,2,36, yes
193,23, random_walk ,2,0,0.00022091,200,1,150,0.1,0.1,0.907948087,100,50,1,8,9,10,0,0,0.198032238,2.125,0,0,0,1,0, nan , nan , nan , nan , nan , nan , nan , nan ,5,119, yes
194,23, random_walk ,2,0,0.000131111,200,1,150,0.1,0.1,0.907948087,100,50,0.75,8,9,10,0,0,0,0,0,0,0,1,0, nan , nan , nan , nan , nan , nan , nan , nan ,4.5,129, yes
195,23, random_walk ,2,0,0.001747863,200,1,150,0.1,0.1,0.907948087,100,10,0.5,8,9,10,1,0,1.817455017,12.86263736,37.58251634,0,0,1,0.5,1,1,0,0,2,0,0.073132884,0.001806156,6.5,184.5, yes
196,23, random_walk ,2,0.5,0.004076499,200,1,150,0.1,0.1,0.907948087,100,4,0.25,8,9,10,2,0,5.401951328,0,30.01,0,0,1,1.5,0.8889,0.93228632,0,0.625,2,0.707106781,0.053455116,0.003052983,6.5,139, yes
197,23, random_walk ,2,14.5,1.384304023,200,1,150,0.1,0.1,0.907948087,100,4,0.1,8,9,10,79,0,22.2346799,0,101.1478812,0,0,1,1.5,0.75545,0.561494884,0.349462366,0.010637068,78.5,0,0.098329731,0.003286598,11,396.5, yes
198,23, random_walk ,2,15,1.322493624,200,1,150,0.1,0.1,0.907948087,100,1,0.075,8,9,10,120.5,0,39.14056904,0,100.3399286,0,0,1,3.5,0.4251,0.210398362,0.715053763,0.309279618,99,0.701240838,0.067209644,0.0039708,12,405.5, yes
199,23, random_walk ,2,11.5,0.701908015,200,1,150,0.1,0.1,0.907948087,100,1,0.05,8,9,10,123,0,29.5925,0,109.6657886,0,0,1,2,0.59785,0.405834001,0.691919192,0.162164942,112.5,0,0.072001225,0.005475705,8.5,569.5, yes
200,23, random_walk ,2,0,0,200,1,150,0.1,0.1,0.907948087,100,1,0.025,8,9,10,0,0,0,0,0,0,0,1,0, nan , nan , nan , nan , nan , nan , nan , nan ,1,23.5, yes
201,23, random_walk ,2,0,0,200,1,150,0.1,0.1,0.907948087,100,1,0.01,8,9,10,0,0,0,0,0,0,0,1,0, nan , nan , nan , nan , nan , nan , nan , nan ,0,20, yes
202,24, random_walk ,2,0,0.000153133,150,1,100,0.1,0.1,0.986237502,500,50,1,6,5,10,0,0,0.283159867,3.020833333,0,0,0,1,0, nan , nan , nan , nan , nan , nan , nan , nan ,6,86.5, yes
203,24, random_walk ,2,0,0,150,1,100,0.1,0.1,0.986237502,500,50,0.75,6,5,10,0,0,0.240836306,0,0,0,0,1,0, nan , nan , nan , nan , nan , nan , nan , nan ,3.5,63.5, yes
204,24, random_walk ,2,0,0.007554379,150,1,100,0.1,0.1,0.986237502,500,10,0.5,6,5,10,3,0,0.822084104,6.369230769,14.17864271,0,0,1,1.5,0.9,0.906719342,0.75,0.1875,2.5,0,0.047471276,0.002752496,4,73, yes
205,24, random_walk ,2,0,0.001259141,150,1,100,0.1,0.1,0.986237502,500,4,0.25,6,5,10,1,0,3.392861255,17.9,32.8997006,0,0,1,0.5,1,1,0,0,2,0,0.065832383,0.001534482,5.5,91, yes
206,24, random_walk ,2,8,0.760277352,150,1,100,0.1,0.1,0.986237502,500,4,0.1,6,5,10,51,0,15.29681409,0,61.76292302,0,0,1,3,0.67865,0.696433493,3.6,0.424191871,39,0.562344101,0.115242104,0.004215178,6.5,80.5, yes
207,24, random_walk ,2,24.5,2.449496074,150,1,100,0.1,0.1,0.986237502,500,1,0.075,6,5,10,154,0,24.83398817,0,93.04948086,0,0,1,6,0.49155,0.385569813,0.518292683,0.572510811,73,0.798889309,0.069602774,0.002874655,6.5,191.5, yes
208,24, random_walk ,2,5.5,1.043518091,150,1,100,0.1,0.1,0.986237502,500,1,0.05,6,5,10,88.5,0,28.40496988,0,85.33215984,0,0,1,3,0.54715,0.462907018,0.291262136,0.318256664,71.5,0.543862598,0.055810954,0.003394839,7,269, yes
209,24, random_walk ,2,0,0,150,1,100,0.1,0.1,0.986237502,500,1,0.025,6,5,10,0.5,0,0,0,70.36065574,0,0,1,0.5,1,1,0,0,1,0,0.055775875,0.004080678,4,184, yes
210,25, fluid ,2,0,0,200,4,200,0.1,0.1,0.903543655,100,50,1,8,8,10,0,0,4.550692235,4.596153846,0,11.1328125,1.38343831,4,0, nan , nan , nan , nan , nan , nan , nan , nan ,3.5,500.5, yes
211,25, fluid ,2,0,0,200,4,200,0.1,0.1,0.903543655,100,50,0.75,8,8,10,0,0,6.741204985,9.607142857,0,12.1640625,1.384215978,4,0, nan , nan , nan , nan , nan , nan , nan , nan ,7,518, yes
212,25, fluid ,2,0,0.0002557,200,4,200,0.1,0.1,0.903543655,100,10,0.5,8,8,10,0,0,8.900311526,0,0,12.0546875,1.382283063,4,0, nan , nan , nan , nan , nan , nan , nan , nan ,7,489.5, yes
213,25, fluid ,2,0,0.006710739,200,4,200,0.1,0.1,0.903543655,100,4,0.25,8,8,10,4.5,0,17.7364188,18.375,33.74447717,13.8671875,1.380278656,4,1,1,1,1,0,4.5,0,0.064582668,0.002708492,4.5,566, yes
