RowID, sim, motion, dimensions, ind.production, biomass.prod.N, biomass.prod.P, biomass.prod.C, res.inflow, N.types, P.types, C.types, max.res.val, max.growth.rate, max.met.maint, max.active.dispersal, barrier.width, barrier.height, logseries.a, starting.seed, flow.rate, width, height, viscosity, total.abundance, immigration.rate, resource.tau, particle.tau, individual.tau, resource.concentration, shannons.resource.diversity, resource.richness, species.richness, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, tracer.particles, resource.particles, speciation, species.turnover, avg.per.capita.growth, avg.per.capita.maint, avg.per.capita.N.efficiency, avg.per.capita.P.efficiency, avg.per.capita.C.efficiency, avg.per.capita.active.dispersal, amplitude, flux, frequency, phase, disturbance
0, 1, 'fluid', 2, 2.0, 0.036223489282923405, 0.041441181990652498, 0.046197208305548521, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 1.0, 14, 5, 10, 11.5, 1, 7.2654621133960813, 7.9365079365079367, 8.1559563784233386, 25.385714285714286, 3.8387571797895754, 48.0, 4.5, 0.69855, 0.75224646168759668, 0.29166666666666669, 0.65467171717171713, 5.5, 0.66874730794291715, 7.5, 1777.0, 'yes', 0.77777777777777768, 0.25739452759180215, 0.0034613839932454266, 0.50814445940807484, 0.45936693905233916, 0.47681608033605521, 0.010244109833504586, 0.3, 'yes', 0.04, 2, 0.0
1, 1, 'fluid', 2, 2.5, 0.029331641519488749, 0.014190811118333257, 0.015769939677258871, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.90000000000000002, 14, 5, 10, 7.5, 1, 7.6773017909461414, 8.4250000000000007, 7.7390632811942002, 30.0, 3.8379809616771006, 48.0, 3.5, 0.67789999999999995, 0.75944358288034053, 0.35714285714285715, 0.57174744897959184, 4.5, 0.84135275879871974, 6.5, 2100.0, 'yes', 0.4285714285714286, 0.23230167430085075, 0.0021193527870337738, 0.50569159756216642, 0.47350168107638152, 0.48889326229281671, 0.010096096057814781, 0.3, 'yes', 0.04, 2, 0.0
2, 1, 'fluid', 2, 1.0, 0.019060199517757614, 0.043580848388498183, 0.13574677116210787, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.80000000000000004, 14, 5, 10, 10.5, 1, 8.6571375446405447, 7.9044117647058822, 8.4119668535218128, 31.007142857142856, 3.8419289599557511, 48.0, 5.0, 0.71589999999999998, 0.8112566016003564, 0.10000000000000001, 0.71111111111111114, 4.5, 1.1796200284950062, 9.0, 2170.5, 'yes', 0.39999999999999991, 0.23072931801542973, 0.0016894213078010589, 0.5111283181925228, 0.50491881238649128, 0.49786365608093014, 0.010205502377794995, 0.3, 'yes', 0.04, 2, 0.0
3, 1, 'fluid', 2, 2.5, 0.049491244167685022, 0.13000853132636669, 0.078026626450926617, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.69999999999999996, 14, 5, 10, 26.0, 1, 9.1113904523443932, 8.5, 14.1274024213273, 29.578571428571429, 3.8480962381990529, 48.0, 10.5, 0.69965000000000011, 0.77186182562793904, 0.375, 0.84020833333333333, 6.5, 1.2742721251390958, 9.0, 2070.5, 'yes', 0.61904761904761907, 0.2281251493282227, 0.0014805575737893155, 0.51115674066860883, 0.50948299040734402, 0.49700872476046831, 0.010181709513691257, 0.3, 'yes', 0.04, 2, 0.0
4, 1, 'fluid', 2, 1.5, 0.053777991484071141, 0.043822518544767597, 0.1530206078348515, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.59999999999999998, 14, 5, 10, 27.5, 1, 10.398722294598162, 8.25, 15.654255287343265, 28.842857142857142, 3.8359887953187761, 48.0, 10.0, 0.59594999999999998, 0.73726659832580643, 0.39285714285714285, 0.70101312386941683, 10.0, 1.6268964083237978, 4.5, 2019.0, 'yes', 0.69999999999999996, 0.22550013314902734, 0.0013278356932264902, 0.51060513888026637, 0.50876994999366032, 0.48944698107307466, 0.010111234574030726, 0.3, 'yes', 0.04, 2, 0.0
5, 1, 'fluid', 2, 2.0, 0.060630004412268512, 0.10742131889178075, 0.12995989122146923, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.5, 14, 5, 10, 23.5, 1, 13.143008013573779, 15.449999999999999, 13.90035924417289, 24.592857142857142, 3.825141110722392, 48.0, 6.5, 0.69164999999999999, 0.74178563782824147, 0.12962962962962962, 0.77610082304526751, 8.5, 1.0617906731243854, 7.5, 1721.5, 'yes', 0.53846153846153855, 0.22379647786064469, 0.00123254036353413, 0.5081626490987402, 0.50378576348302673, 0.48892149650743716, 0.010074164108639322, 0.3, 'yes', 0.04, 2, 0.0
6, 1, 'fluid', 2, 41.0, 2.7082557097081938, 1.5840243388849107, 2.0565795516611178, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.40000000000000002, 14, 5, 10, 518.0, 1, 13.436190109184329, 20.800000000000001, 22.386177767022012, 25.657142857142858, 3.843618569438533, 48.0, 49.5, 0.38009999999999999, 0.40147714656326028, 0.16151202749140894, 0.93862234429203517, 73.5, 2.5837803244310749, 5.0, 1796.0, 'yes', 0.43434343434343425, 0.22154789847685441, 0.0011733979507111325, 0.50646415948798207, 0.50451113784735591, 0.49037300608081058, 0.010089298294627831, 0.3, 'yes', 0.04, 2, 0.0
7, 1, 'fluid', 2, 106.0, 8.8043986373285321, 6.1037671842959043, 7.1191064146296554, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.20000000000000001, 14, 5, 10, 1074.5, 1, 21.749366569789103, 41.875, 48.062557186772139, 19.285714285714285, 3.8297190084745076, 48.0, 27.5, 0.22539999999999999, 0.18403643274078763, 0.18036529680365296, 0.80528654591597615, 379.0, 3.4651356765163159, 11.0, 1350.0, 'yes', 0.34545454545454546, 0.2238738957204873, 0.0011618430895172409, 0.5097502593566503, 0.50655370456633131, 0.49264084541260855, 0.010103445606580516, 0.3, 'yes', 0.04, 2, 0.0
8, 1, 'fluid', 2, 227.0, 10.770669589147658, 6.8760885950044042, 13.22170922547636, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.10000000000000001, 14, 5, 10, 2533.5, 1, 12.441279967595758, 29.625, 78.114245687922931, 4.5857142857142854, 3.7767366101566449, 48.0, 20.5, 0.21210000000000001, 0.11184672962721581, 0.15660749506903354, 0.76902281665848748, 819.0, 2.1293770639458565, 9.5, 321.0, 'yes', 0.31707317073170738, 0.22528410603860122, 0.0011340158042200321, 0.50613414189129957, 0.51367034532009404, 0.50090986084106381, 0.010103019356606078, 0.3, 'yes', 0.04, 2, 0.0
9, 1, 'fluid', 2, 208.0, 11.419925743577366, 13.981594732255928, 10.303966655631726, 500, 20, 16, 12, 5000, 0.3, 0.0006, 0.01, 0.0, 0.0, 0.9949839327871719, 1000, 0.089999999999999997, 14, 5, 10, 1861.0, 1, 15.725649350649352, nan, 46.058365784542254, 5.0357142857142865, 3.77471908387251, 48.0, 43.0, 0.23294999999999999, 0.17780902858103981, 0.090706870983687599, 0.90005627110613617, 406.5, 2.9094045522197689, 4.0, 352.5, 'yes', 0.23255813953488369, 0.22433034152707904, 0.0011175601535211, 0.5058936296826505, 0.51670026464745089, 0.50400427193435804, 0.010123785820498433, 0.3, 'yes', 0.04, 2, 0.0
