RowID, sim, motion, D, ind.prod, biomass.prod, res.inflow, res.types, max.res.val, barrier.width, barrier.height, logseries.a, starting.seed, lower.limit, FlowRate, Width, Height, Viscosity, N, immigration.rate, resource.tau, particle.tau, individual.tau, resource.concentration, shannons.resource.diversity, resource.richness, S, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, avg.per.capita.growth, avg.per.capita.maint, tracer.particles, resource.particles, speciation, species.turnover, growth.max, maint.max
13 , 0 , fluid , 2 , 158.0 , 7.74153548307 , 200 , 6 , 400 , 0.1 , 0.1 , 0.933198105468 , 1000 , 1 , 0.06 , 9 , 10 , 10 , 1868.5 , 1 , 37.9216101695 , 56.0 , 77.3662120072 , 10.3111111111 , 1.7882027843 , 6.0 , 2.0 , 0.50685 , 0.100642671802 , 0.275395503747 , 0.0134665112584 , 1857.0 , 0.0 , 0.15274325173 , 0.00220472283883 , 4.5 , 367.5 , no , 0.699300699301 , 0.2 , 0.05
14 , 0 , fluid , 2 , 34.0 , 2.91012343607 , 200 , 6 , 400 , 0.1 , 0.1 , 0.933198105468 , 1000 , 1 , 0.05 , 9 , 10 , 10 , 262.0 , 1 , 50.3370927318 , nan , 93.4550747497 , 12.7166666667 , 1.78601854078 , 6.0 , 1.0 , 1.0 , 1.0 , 0.161616161616 , 0.0 , 262.0 , 0.0 , 0.117245940012 , 0.0117723557956 , 4.5 , 453.5 , no , 0.724358974359 , 0.2 , 0.05
16 , 0 , fluid , 2 , 27.0 , 1.58464625368 , 200 , 6 , 400 , 0.1 , 0.1 , 0.933198105468 , 1000 , 1 , 0.03 , 9 , 10 , 10 , 243.5 , 1 , 55.7540735127 , nan , 97.767526237 , 8.54444444444 , 1.78946484935 , 6.0 , 1.0 , 1.0 , 1.0 , 0.0387168141593 , 0.0 , 243.5 , 0.0 , 0.125203923142 , 0.00505750392655 , 0.5 , 307.0 , no , 0.745562130178 , 0.2 , 0.05
19 , 1 , random_walk , 2 , 0.0 , 0.00348998334174 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 80 , 1.0 , 10 , 5 , 10 , 1.0 , 2 , 0.295795450971 , 4.40243902439 , 1.99140349232 , 0.0 , 0.0 , 1.0 , 1.0 , 1.0 , 1.0 , 0.0 , 0.5 , 1.0 , 0.0 , 0.11925660898 , 0.0146395890241 , 5.5 , 56.5 , yes , 0.763736263736 , 0.2 , 0.04
20 , 1 , random_walk , 2 , 0.5 , 0.0205831571719 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 80 , 0.9 , 10 , 5 , 10 , 5.0 , 2 , 0.37017352935 , 5.53917378917 , 2.81739104844 , 0.0 , 0.0 , 1.0 , 3.5 , 0.90835 , 0.930705539077 , 0.0714285714286 , 0.680272108844 , 2.0 , 0.246691100109 , 0.138364737031 , 0.0189568193288 , 5.5 , 64.5 , yes , 0.746153846154 , 0.2 , 0.04
21 , 1 , random_walk , 2 , 0.0 , 0.0283082263034 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 80 , 0.8 , 10 , 5 , 10 , 4.5 , 2 , 0.505832419199 , 6.03880597015 , 4.5555307096 , 0.0 , 0.0 , 1.0 , 3.0 , 0.82325 , 0.882732114084 , 0.375 , 0.5925 , 2.5 , 0.707106781187 , 0.119407359541 , 0.00670602552185 , 5.5 , 59.5 , yes , 0.730769230769 , 0.2 , 0.04
22 , 1 , random_walk , 2 , 1.0 , 0.0193859653882 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 10 , 0.7 , 10 , 5 , 10 , 7.5 , 2 , 0.563694360599 , 4.14545454545 , 2.84411500449 , 0.0 , 0.0 , 1.0 , 4.0 , 0.87895 , 0.883195091854 , 0.0416666666667 , 0.701388888889 , 2.5 , 0.105773577242 , 0.108792747588 , 0.00973049951481 , 3.0 , 47.5 , yes , 0.717194570136 , 0.2 , 0.04
23 , 1 , random_walk , 2 , 1.0 , 0.079645174262 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 10 , 0.6 , 10 , 5 , 10 , 8.0 , 2 , 0.929921259843 , 6.18571428571 , 4.33586973358 , 0.0 , 0.0 , 1.0 , 5.0 , 0.8155 , 0.869884122013 , 0.214285714286 , 0.713529856387 , 3.0 , 0.667067335566 , 0.13369530751 , 0.00989193638187 , 5.5 , 57.0 , yes , 0.67735042735 , 0.2 , 0.04
24 , 1 , random_walk , 2 , 0.5 , 0.0492376733904 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 10 , 0.5 , 10 , 5 , 10 , 10.0 , 2 , 1.3302269863 , 7.40769230769 , 5.05268607443 , 0.0 , 0.0 , 1.0 , 6.5 , 0.8745 , 0.924840528 , 0.0909090909091 , 0.816549331701 , 2.5 , 0.0321521217295 , 0.135362482264 , 0.0154725865658 , 6.5 , 41.5 , yes , 0.652226720648 , 0.2 , 0.04
25 , 1 , random_walk , 2 , 1.5 , 0.139455538628 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 4 , 0.4 , 10 , 5 , 10 , 13.5 , 2 , 1.61135582946 , 12.6 , 4.95447295423 , 0.0 , 0.0 , 1.0 , 4.0 , 0.757 , 0.783216260139 , 0.0681818181818 , 0.589173553719 , 6.5 , 0.509199343887 , 0.147305562229 , 0.00538448660563 , 4.0 , 52.0 , yes , 0.652948717949 , 0.2 , 0.04
26 , 1 , random_walk , 2 , 4.0 , 0.566174431099 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 4 , 0.3 , 10 , 5 , 10 , 23.5 , 2 , 3.82761946663 , 12.875 , 17.5843251053 , 0.0 , 0.0 , 1.0 , 5.0 , 0.38205 , 0.481462559343 , 0.232142857143 , 0.460204788287 , 17.0 , 1.4288205009 , 0.153882696335 , 0.00683569260425 , 6.5 , 74.0 , yes , 0.642264085121 , 0.2 , 0.04
27 , 1 , random_walk , 2 , 9.5 , 1.10669606935 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 4 , 0.2 , 10 , 5 , 10 , 72.0 , 2 , 5.15134328358 , 12.375 , 20.5341457995 , 0.0 , 0.0 , 1.0 , 10.5 , 0.25205 , 0.457602033923 , 0.159090909091 , 0.594609124642 , 45.5 , 2.5761917987 , 0.130987579844 , 0.00511927596501 , 4.5 , 124.0 , yes , 0.625466957285 , 0.2 , 0.04
29 , 1 , random_walk , 2 , 27.0 , 1.73360268418 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 1 , 0.09 , 10 , 5 , 10 , 218.5 , 2 , 20.3144425676 , nan , 39.6696548572 , 0.0 , 0.0 , 1.0 , 4.0 , 0.28035 , 0.131441280186 , 0.313688212928 , 0.0574356787502 , 213.0 , 1.10260894052 , 0.109582172581 , 0.00446832194573 , 13.5 , 157.0 , yes , 0.627258248997 , 0.2 , 0.04
30 , 1 , random_walk , 2 , 66.0 , 5.59158276818 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 1 , 0.08 , 10 , 5 , 10 , 478.5 , 2 , 17.6507026627 , nan , 105.254344923 , 0.0 , 0.0 , 1.0 , 13.0 , 0.11665 , 0.190184739758 , 0.67728531856 , 0.247325362418 , 408.0 , 3.03476856124 , 0.153156818761 , 0.00772492022142 , 4.5 , 88.0 , yes , 0.635844710845 , 0.2 , 0.04
31 , 1 , random_walk , 2 , 10.0 , 1.18994662235 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 1 , 0.07 , 10 , 5 , 10 , 68.0 , 2 , 33.8136792453 , nan , 93.2932503277 , 0.0 , 0.0 , 1.0 , 3.5 , 0.4255 , 0.240487343139 , 0.273333333333 , 0.275797402132 , 57.0 , 0.837680810618 , 0.136077492253 , 0.00251703592918 , 11.0 , 216.0 , yes , 0.637077589078 , 0.2 , 0.04
32 , 1 , random_walk , 2 , 26.0 , 2.33984421211 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 1 , 0.06 , 10 , 5 , 10 , 252.5 , 2 , 24.5588907239 , nan , 96.10897009 , 0.0 , 0.0 , 1.0 , 10.0 , 0.42535 , 0.246978752546 , 0.0862068965517 , 0.752509517548 , 101.5 , 1.35428686825 , 0.0814644957138 , 0.00501420390848 , 5.0 , 124.5 , yes , 0.641420758728 , 0.2 , 0.04
33 , 1 , random_walk , 2 , 8.0 , 1.06067300975 , 100 , 1 , 400 , 0.1 , 0.1 , 0.998965640613 , 1000 , 1 , 0.05 , 10 , 5 , 10 , 61.0 , 2 , 36.2241403808 , nan , 98.473922304 , 0.0 , 0.0 , 1.0 , 6.5 , 0.3747 , 0.401181170594 , 1.07692307692 , 0.572124373356 , 36.5 , 1.64329742529 , 0.178917118691 , 0.00692835160152 , 9.5 , 214.5 , yes , 0.647967464634 , 0.2 , 0.04
38 , 2 , random_walk , 2 , 1.0 , 0.0836852597703 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 80 , 1.0 , 5 , 7 , 10 , 5.5 , 2 , 0.0637253268737 , 3.18125 , 1.6842700638 , 0.0 , 0.0 , 1.0 , 4.0 , 0.8899 , 0.929600641039 , 0.25 , 0.700255102041 , 2.0 , 0.557677535825 , 0.105667703904 , 0.0111573391334 , 2.0 , 111.5 , yes , 0.624825769469 , 0.2 , 0.02
39 , 2 , random_walk , 2 , 1.5 , 0.0225691603989 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 80 , 0.9 , 5 , 7 , 10 , 6.0 , 2 , 0.096416586586 , 3.93119542307 , 2.57776974952 , 0.0 , 0.0 , 1.0 , 3.0 , 0.7677 , 0.817920249511 , 0.4 , 0.565714285714 , 3.5 , 0.544454277674 , 0.0902335963943 , 0.010577471032 , 3.0 , 94.5 , yes , 0.623969708452 , 0.2 , 0.02
40 , 2 , random_walk , 2 , 0.0 , 0.012757751638 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 80 , 0.8 , 5 , 7 , 10 , 5.0 , 2 , 0.13513933175 , 4.76546052632 , 2.73109809407 , 0.0 , 0.0 , 1.0 , 2.5 , 0.8798 , 0.878538008522 , 0.142857142857 , 0.528344671202 , 2.5 , -0.353553390593 , 0.104640054367 , 0.00939606737399 , 5.5 , 94.0 , yes , 0.619837384837 , 0.2 , 0.02
41 , 2 , random_walk , 2 , 1.0 , 0.0742151071627 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 10 , 0.7 , 5 , 7 , 10 , 7.0 , 2 , 0.210555690078 , 5.08333333333 , 1.81149425287 , 0.0 , 0.0 , 1.0 , 5.0 , 0.89645 , 0.933351320631 , 0.111111111111 , 0.767407407407 , 2.0 , 0.57735026919 , 0.0907116942507 , 0.00744131728692 , 2.5 , 83.5 , yes , 0.599842630488 , 0.2 , 0.02
42 , 2 , random_walk , 2 , 1.0 , 0.0805939765225 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 10 , 0.6 , 5 , 7 , 10 , 7.5 , 2 , 0.316733511586 , 3.6 , 3.4957026538 , 0.0 , 0.0 , 1.0 , 3.5 , 0.73835 , 0.796478631595 , 0.222222222222 , 0.595679012346 , 4.0 , 0.679565222936 , 0.150707223157 , 0.00997045700898 , 4.0 , 66.5 , yes , 0.587347548285 , 0.2 , 0.02
43 , 2 , random_walk , 2 , 1.5 , 0.0695934146383 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 10 , 0.5 , 5 , 7 , 10 , 12.5 , 2 , 0.767373190439 , 4.60833333333 , 6.595174005 , 0.0 , 0.0 , 1.0 , 5.5 , 0.7346 , 0.823962968109 , 0.178571428571 , 0.748229043684 , 5.0 , 1.28846510378 , 0.0986442716981 , 0.00622866479275 , 4.5 , 81.5 , yes , 0.569549137731 , 0.2 , 0.02
44 , 2 , random_walk , 2 , 0.5 , 0.013868611168 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 4 , 0.4 , 5 , 7 , 10 , 5.0 , 2 , 1.0889247855 , 8.225 , 5.64188034188 , 0.0 , 0.0 , 1.0 , 2.5 , 0.89445 , 0.928092214907 , 0.5 , 0.534722222222 , 3.0 , 0.353553390593 , 0.113497069496 , 0.00412132334266 , 4.0 , 59.0 , yes , 0.567503574857 , 0.2 , 0.02
45 , 2 , random_walk , 2 , 0.5 , 0.0319632684993 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 4 , 0.3 , 5 , 7 , 10 , 6.0 , 2 , 1.69656961178 , 8.83333333333 , 9.76735808916 , 0.0 , 0.0 , 1.0 , 2.5 , 0.75655 , 0.758764087327 , 0.4 , 0.445714285714 , 4.0 , 0.19090088708 , 0.0647492805361 , 0.00480171354695 , 6.5 , 102.0 , yes , 0.557003472718 , 0.2 , 0.02
46 , 2 , random_walk , 2 , 15.5 , 2.21318511432 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 4 , 0.2 , 5 , 7 , 10 , 71.0 , 2 , 3.78956527752 , 16.0 , 32.6736120274 , 0.0 , 0.0 , 1.0 , 4.5 , 0.4342 , 0.268071340156 , 0.240963855422 , 0.409737926172 , 52.5 , 0.95152558841 , 0.164533272629 , 0.0074443776536 , 5.0 , 174.5 , yes , 0.561372423872 , 0.2 , 0.02
47 , 2 , random_walk , 2 , 14.5 , 1.8573058623 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 4 , 0.1 , 5 , 7 , 10 , 76.5 , 2 , 12.0921904049 , 38.925 , 43.9735860572 , 0.0 , 0.0 , 1.0 , 10.5 , 0.35885 , 0.420036840264 , 0.108910891089 , 0.704972254431 , 38.0 , 2.01394769224 , 0.124309546643 , 0.00505970849407 , 5.5 , 150.5 , yes , 0.559713709714 , 0.2 , 0.02
48 , 2 , random_walk , 2 , 26.0 , 3.86022833919 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 1 , 0.09 , 5 , 7 , 10 , 141.0 , 2 , 13.0152798491 , nan , 88.0118798363 , 0.0 , 0.0 , 1.0 , 9.5 , 0.4606 , 0.32906864849 , 0.178321678322 , 0.769438686246 , 54.5 , 1.37567383438 , 0.162589104339 , 0.00716990613336 , 7.0 , 105.5 , yes , 0.565108240573 , 0.2 , 0.02
49 , 2 , random_walk , 2 , 25.5 , 2.97647564602 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 1 , 0.08 , 5 , 7 , 10 , 113.0 , 2 , 17.9246995441 , nan , 98.9598225624 , 0.0 , 0.0 , 1.0 , 8.5 , 0.43415 , 0.304476529853 , 0.175438596491 , 0.72071896337 , 48.5 , 1.25584277157 , 0.159721596088 , 0.00559010548109 , 9.0 , 222.0 , yes , 0.568933304001 , 0.2 , 0.02
50 , 2 , random_walk , 2 , 64.0 , 6.56484679284 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 1 , 0.07 , 5 , 7 , 10 , 377.5 , 2 , 17.702972727 , nan , 98.0021849807 , 0.0 , 0.0 , 1.0 , 14.0 , 0.15135 , 0.22804885783 , 0.186550976139 , 0.477177215154 , 268.5 , 2.95922633842 , 0.159870889383 , 0.00377300532515 , 10.5 , 84.0 , yes , 0.573459971401 , 0.2 , 0.02
51 , 2 , random_walk , 2 , 44.5 , 5.65799109461 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 1 , 0.06 , 5 , 7 , 10 , 272.0 , 2 , 23.7171642724 , nan , 98.8587671998 , 0.0 , 0.0 , 1.0 , 10.0 , 0.29775 , 0.19723230907 , 0.133928571429 , 0.661211051235 , 123.0 , 1.44213727221 , 0.166015986117 , 0.0046742869955 , 6.5 , 209.5 , yes , 0.576894745618 , 0.2 , 0.02
52 , 2 , random_walk , 2 , 22.5 , 2.53562330791 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 1 , 0.05 , 5 , 7 , 10 , 166.0 , 2 , 32.814050897 , nan , 100.248298738 , 0.0 , 0.0 , 1.0 , 6.5 , 0.187 , 0.218983209179 , 0.337837837838 , 0.167335002078 , 152.0 , 1.9074028091 , 0.152307364457 , 0.00179409631423 , 5.5 , 126.0 , yes , 0.575063918341 , 0.2 , 0.02
53 , 2 , random_walk , 2 , 30.0 , 4.93973496334 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 1 , 0.04 , 5 , 7 , 10 , 164.0 , 2 , 32.2330657381 , nan , 100.331159338 , 0.0 , 0.0 , 1.0 , 7.5 , 0.2602 , 0.24515960525 , 0.63025210084 , 0.482537230778 , 115.5 , 2.00262230159 , 0.157692542587 , 0.00804216364204 , 4.0 , 206.5 , yes , 0.577194214814 , 0.2 , 0.02
54 , 2 , random_walk , 2 , 23.5 , 2.36611512576 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 1 , 0.03 , 5 , 7 , 10 , 194.5 , 2 , 41.1139431928 , nan , 103.534250368 , 0.0 , 0.0 , 1.0 , 9.5 , 0.34015 , 0.259783622226 , 0.133484162896 , 0.670777432536 , 90.5 , 1.3889409909 , 0.135830987863 , 0.00220272266375 , 5.5 , 227.0 , yes , 0.583556683958 , 0.2 , 0.02
55 , 2 , random_walk , 2 , 25.5 , 3.09338742503 , 200 , 1 , 400 , 0.1 , 0.1 , 0.992006704172 , 1000 , 1 , 0.02 , 5 , 7 , 10 , 196.0 , 2 , 33.8987378084 , nan , 105.561640124 , 0.0 , 0.0 , 1.0 , 4.5 , 0.24995 , 0.159619570121 , 0.255952380952 , 0.0896951373142 , 188.5 , 1.32462579708 , 0.156311222904 , 0.001897768865 , 2.0 , 230.5 , yes , 0.585403572462 , 0.2 , 0.02
57 , 3 , fluid , 2 , 0.0 , 0.0245997322506 , 200 , 2 , 800 , 0.1 , 0.1 , 0.998827249812 , 1000 , 80 , 1.0 , 8 , 5 , 10 , 6.5 , 2 , 4.26364499566 , 4.1125 , 5.15003755022 , 5.4875 , 0.692443585475 , 2.0 , 4.0 , 0.83015 , 0.876395395018 , 0.111111111111 , 0.68287037037 , 2.5 , 0.557677535825 , 0.0888044736072 , 0.0097366182343 , 4.0 , 424.0 , no , 0.583546973061 , 0.2 , 0.02
58 , 3 , fluid , 2 , 0.0 , 0.0191231272548 , 200 , 2 , 800 , 0.1 , 0.1 , 0.998827249812 , 1000 , 80 , 0.9 , 8 , 5 , 10 , 4.5 , 2 , 4.67644865357 , 4.8625 , 5.75771100117 , 5.25 , 0.692574749244 , 2.0 , 3.5 , 0.8909 , 0.937545426193 , 0.2 , 0.6725 , 2.0 , 0.930903659783 , 0.077913661966 , 0.00705611685387 , 4.0 , 434.5 , no , 0.571131080017 , 0.2 , 0.02
59 , 3 , fluid , 2 , 2.5 , 0.0871364352618 , 200 , 2 , 800 , 0.1 , 0.1 , 0.998827249812 , 1000 , 80 , 0.8 , 8 , 5 , 10 , 12.0 , 2 , 5.20839159294 , 5.175 , 6.27674334129 , 4.9875 , 0.690446047965 , 2.0 , 5.0 , 0.7875 , 0.778390218795 , 0.5 , 0.737654320988 , 4.0 , 0.110857952634 , 0.130412347581 , 0.0097640642579 , 3.5 , 428.0 , no , 0.573121404739 , 0.2 , 0.02
60 , 3 , fluid , 2 , 1.5 , 0.0818249943557 , 200 , 2 , 800 , 0.1 , 0.1 , 0.998827249812 , 1000 , 10 , 0.7 , 8 , 5 , 10 , 18.0 , 2 , 5.56464731266 , 5.65 , 7.92152780774 , 5.6375 , 0.691584493822 , 2.0 , 8.5 , 0.7082 , 0.794480092545 , 0.375 , 0.807397959184 , 4.5 , 1.01555202323 , 0.0822021551771 , 0.00965166460486 , 3.0 , 428.0 , no , 0.570171405225 , 0.2 , 0.02
61 , 3 , fluid , 2 , 3.5 , 0.181565320321 , 200 , 2 , 800 , 0.1 , 0.1 , 0.998827249812 , 1000 , 10 , 0.6 , 8 , 5 , 10 , 16.0 , 2 , 6.49731003404 , 7.23181818182 , 8.6149608891 , 5.15 , 0.689288508347 , 2.0 , 6.5 , 0.8233 , 0.897719095962 , 2.0 , 0.435555555556 , 5.0 , 1.04901564814 , 0.136037148101 , 0.0062148440334 , 2.5 , 422.0 , no , 0.572101310454 , 0.2 , 0.02
62 , 3 , fluid , 2 , 2.0 , 0.0492684120789 , 200 , 2 , 800 , 0.1 , 0.1 , 0.998827249812 , 1000 , 10 , 0.5 , 8 , 5 , 10 , 12.5 , 2 , 7.79885789715 , 7.69090909091 , 9.72823129252 , 5.0375 , 0.693051245806 , 2.0 , 6.0 , 0.81295 , 0.857962427994 , 0.166666666667 , 0.790228468113 , 4.0 , 0.722144076088 , 0.0849001041074 , 0.00742011199793 , 5.5 , 399.5 , no , 0.563684758148 , 0.2 , 0.02
63 , 3 , fluid , 2 , 14.0 , 1.34834780231 , 200 , 2 , 800 , 0.1 , 0.1 , 0.998827249812 , 1000 , 4 , 0.4 , 8 , 5 , 10 , 145.0 , 2 , 8.65285823358 , 6.5 , 14.9352207229 , 4.775 , 0.69297865955 , 2.0 , 21.5 , 0.5309 , 0.621645141093 , 1.10416666667 , 0.871402935597 , 29.5 , 1.73805098016 , 0.134297673752 , 0.00661854175632 , 3.0 , 384.5 , no , 0.563978269884 , 0.2 , 0.02
64 , 3 , fluid , 2 , 16.5 , 1.5689122426 , 200 , 2 , 800 , 0.1 , 0.1 , 0.998827249812 , 1000 , 4 , 0.3 , 8 , 5 , 10 , 138.5 , 2 , 11.3895047418 , 10.775 , 19.2151929908 , 4.625 , 0.692664007058 , 2.0 , 12.5 , 0.4386 , 0.409328291865 , 0.785714285714 , 0.574656712252 , 34.0 , 1.05166022251 , 0.12624328718 , 0.0051900198979 , 5.5 , 359.0 , no , 0.569846604415 , 0.2 , 0.02
