1612, 33
81, 33, 31, 28, 28, 21, 20, 18, 16, 13, 8, 7, 5, 5, 5, 5, 5, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
4, 4
80, 74, 39, 36, 17, 15, 14, 10, 7, 5, 2, 1, 1

525, 176, 161, 119, 88, 85, 65, 62, 56, 56, 51, 49, 43, 43, 40, 36, 30, 27, 25, 22, 21, 20, 19, 19, 19, 18, 17, 17, 16, 16, 15, 15, 15, 15, 15, 15, 14, 14, 13, 13, 13, 12, 12, 12, 12, 12, 12, 11, 11, 11, 11, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
286, 96, 32, 31, 30, 26, 26, 25, 23, 22, 21, 17, 15, 13, 12, 12, 10, 10, 10, 10, 10, 9, 9, 9, 8, 8, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
247, 171, 148, 129, 79, 67, 64, 52, 36, 36, 35, 29, 27, 23, 22, 21, 19, 19, 19, 16, 15, 14, 13, 12, 11, 11, 11, 10, 9, 9, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1
2
25, 15, 7, 7, 5, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
1238, 796, 757, 542, 536, 230, 198, 194, 151, 129, 73, 55, 50, 48, 39, 35, 24, 19, 18, 12, 10, 7, 7, 5, 5, 5, 4, 3, 2
15, 5, 5, 4, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1


30, 12, 9, 5, 5, 5, 3
30, 9, 9, 7, 5, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
49, 39, 34, 33, 28, 25, 23, 22, 14, 12, 10, 10, 9, 9, 8, 8, 7, 7, 6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1
32, 22, 19, 14, 10, 4

63, 60, 40, 20, 13, 7, 6, 5, 4

705, 324, 103, 71, 56, 40, 38, 38, 37, 35, 32, 31, 28, 28, 27, 26, 25, 24, 24, 24, 22, 22, 21, 20, 18, 18, 16, 15, 14, 14, 13, 12, 11, 10, 10, 10, 10, 10, 9, 9, 9, 9, 9, 8, 8, 7, 7, 6, 6, 6, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1


54, 11, 11, 9, 7, 7, 7, 7, 6, 6, 5, 5, 5, 4, 4, 4, 4, 3, 3, 3
23, 19, 13, 10, 9, 8, 6, 5, 3, 3, 1, 1, 1
31, 26, 26, 26, 18, 16, 14, 12, 9, 9, 8, 8, 8, 8, 7, 7, 7, 5, 4, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1
30, 24, 14, 13, 13, 13, 10, 10, 9, 9, 7, 6, 5, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1, 1
817, 50, 18, 18, 17, 12, 6, 4, 4, 3, 1
140, 59, 45, 39, 34, 25, 20, 17, 16, 14, 13, 13, 12, 10, 10, 10, 10, 9, 9, 8, 8, 8, 8, 7, 7, 6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1

126, 61, 51, 28, 28, 22, 19, 15, 14, 10, 10, 9, 8, 8, 8, 8, 7, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1
38, 19, 13, 9, 8, 8, 7, 6, 6, 6, 6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
111, 65, 58, 35, 28, 13, 12, 7, 2



51, 50, 22, 21, 19, 19, 15, 14, 11, 10, 9, 9, 9, 8, 7, 7, 7, 7, 7, 6, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1
13, 8, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
937, 459, 413, 279, 230, 150, 150, 136, 84, 76, 55, 53, 52, 50, 12, 3, 1
657, 237, 118, 92, 68, 62, 48, 43, 36, 27, 25, 25, 24, 23, 22, 21, 20, 14, 14, 14, 13, 13, 13, 13, 12, 12, 12, 12, 11, 10, 10, 9, 9, 9, 9, 8, 8, 7, 7, 6, 6, 6, 6, 6, 6, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1
13, 6, 2, 2
13, 7, 6, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
4
2, 1
16, 12, 10, 5, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
12, 5, 4, 3, 1
141, 96, 54, 46, 42, 40, 38, 31, 27, 22, 21, 19, 19, 15, 15, 15, 12, 12, 11, 9, 9, 9, 9, 8, 8, 8, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 5, 5, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1

83, 55, 27, 26, 24, 20, 18, 17, 16, 14, 11, 10, 10, 8, 8, 7, 7, 5, 5, 5, 4, 4, 3, 3, 2, 2, 2, 2
2688, 594, 396, 139, 96, 95, 89, 49, 42, 32, 29, 29, 18, 13, 12, 11, 9, 8, 8, 7, 6, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1
6, 6, 5, 2, 2, 1, 1, 1
2450, 189, 145, 142, 112, 106, 65, 37, 29, 27, 24, 24, 17, 15, 14, 11, 11, 8, 8, 8, 6, 5, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1
17, 14, 12, 10, 9, 9, 8, 7, 6, 6, 6, 6, 5, 4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1
476, 104, 74, 38, 25, 12, 12, 11, 6, 4, 3, 2, 1, 1
2, 2, 1
1172, 783, 567, 560, 517, 404, 335, 324, 315, 309, 198, 139, 128, 109, 92, 90, 86, 70, 59, 58, 58, 50, 43, 39, 35, 33, 33, 32, 31, 26, 23, 22, 19, 17, 15, 14, 14, 13, 13, 13, 12, 12, 11, 11, 10, 10, 9, 9, 8, 8, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1
344, 201, 171, 101, 98, 94, 51, 44, 43, 29, 29, 25, 24, 24, 23, 20, 20, 19, 18, 18, 18, 17, 17, 16, 16, 15, 15, 14, 14, 12, 12, 12, 12, 12, 11, 11, 11, 11, 11, 11, 10, 10, 10, 10, 10, 10, 9, 9, 9, 9, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1
811, 226, 100, 49, 39, 34, 24, 22, 20, 15, 14, 13, 11, 10, 9, 9, 8, 6, 5, 5, 5, 5, 4, 3, 3, 3, 3, 2, 2, 1, 1, 1
4
3, 1
8, 7, 4, 3, 3, 2, 2, 1, 1

216, 149, 129, 65, 42, 36, 33, 32, 32, 29, 29, 28, 28, 24, 24, 24, 23, 22, 17, 15, 15, 14, 14, 14, 13, 13, 13, 12, 12, 12, 11, 11, 11, 11, 10, 10, 10, 10, 10, 10, 9, 9, 9, 9, 9, 9, 8, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
46, 34, 33, 29, 21, 17, 12, 10, 9, 9, 8, 6, 6, 6, 6, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
16, 10, 10, 8
473, 49, 47, 45, 28, 23, 22, 6, 4, 2, 2, 2, 1
4, 1, 1, 1, 1
943, 702, 463, 224, 183, 91, 63, 49, 38, 38, 30, 25, 23, 14, 12, 11, 10, 9, 6, 5, 5, 5, 3, 3, 3, 3, 2, 2, 1, 1


37, 7, 3, 2, 2, 1
169, 125, 101, 31, 17, 4
92, 81, 69, 50, 45, 22, 21, 21, 19, 19, 19, 13, 13, 12, 12, 12, 12, 10, 9, 6, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1
6090, 619, 32

55, 19, 19, 18, 16, 10, 10, 9, 8, 8, 7, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1
14, 6, 5, 5, 4, 4, 4, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1
123, 120, 51, 45, 45, 36, 33, 32, 31, 17, 15, 15, 15, 15, 15, 12, 12, 11, 10, 10, 10, 10, 9, 9, 9, 8, 8, 8, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
317, 152, 124, 75, 66, 50, 11, 4, 2
4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
54, 51, 46, 40, 20, 13, 12, 10, 10, 9, 8, 8, 7, 7, 6, 5, 3, 2

159, 141, 94, 90, 88, 77, 76, 75, 71, 42, 37, 29, 21, 20, 18, 18, 10, 9, 7, 6, 6, 6, 6, 6, 6, 5, 5, 4, 4, 4, 4, 4, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1
2
781, 410, 247, 193, 161, 153, 150, 131, 123, 104, 99, 86, 82, 79, 77, 73, 63, 61, 55, 55, 55, 54, 52, 50, 44, 36, 34, 32, 31, 31, 29, 28, 27, 27, 27, 27, 26, 26, 25, 25, 24, 23, 23, 23, 23, 23, 21, 20, 20, 20, 20, 19, 19, 19, 19, 19, 18, 17, 17, 17, 17, 16, 16, 16, 15, 15, 15, 14, 14, 14, 14, 14, 13, 13, 13, 13, 13, 13, 13, 13, 12, 12, 12, 12, 12, 12, 11, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1

203, 86, 6, 3, 1
905, 704, 646, 550, 179, 170, 157, 112, 92, 83, 80, 72, 65, 51, 50, 45, 30, 25, 21, 19, 18, 15, 15, 12, 12, 12, 10, 10, 8, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
108, 20
533

94, 72, 47, 31, 29, 23, 4
40, 10, 7, 7, 3
15, 12, 7, 6, 6, 6, 6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1

2930, 38, 37, 15, 12, 12, 8, 6, 1

109, 97, 79, 67, 66, 43, 32, 17, 11, 10, 9, 8, 7, 7, 6, 6, 6, 5, 3, 3, 1, 1
623, 414, 340, 335, 332, 274, 228, 222, 184, 174, 169, 165, 156, 145, 139, 127, 103, 76, 75, 46, 35, 34, 33, 32, 25, 25, 18, 18, 17, 17, 17, 16, 16, 15, 15, 14, 13, 12, 12, 12, 12, 10, 9, 9, 8, 8, 8, 8, 6, 6, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1
43, 34, 17, 11, 9, 8, 8, 7, 6, 6, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
635, 192, 142, 33, 28, 23, 21, 11

27, 13, 11, 11, 11, 11, 7, 7, 7, 6, 6, 5, 5, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
254, 104, 52, 44, 42, 23, 19, 19, 13, 13, 11, 11, 9, 7, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1
1074, 227, 147, 136, 135, 96, 53, 37, 32, 30, 26, 23, 12, 9, 9, 8, 7, 7, 6, 5, 5, 4, 4, 4, 4, 3, 3, 2, 2, 2, 2, 1, 1, 1
62, 16
55, 34, 12, 5, 1
41, 11, 11, 8, 6, 6, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
126, 126, 68, 66, 40, 40, 38, 37, 37, 33, 30, 23, 20, 20, 17, 16, 15, 15, 14, 13, 13, 13, 12, 12, 11, 11, 11, 10, 10, 9, 9, 9, 8, 8, 8, 7, 7, 7, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1
133, 36, 31, 6, 5, 4, 4, 2, 2, 1
34, 13, 9, 7, 6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1

587, 173, 166, 139, 125, 93, 65, 65, 56, 42, 42, 40, 33, 33, 28, 28, 28, 25, 25, 22, 21, 21, 20, 18, 18, 15, 14, 14, 14, 14, 13, 13, 13, 13, 12, 12, 12, 12, 12, 11, 11, 11, 11, 11, 11, 10, 10, 10, 9, 9, 9, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
77, 67, 65, 26, 15, 11, 8, 7, 7, 7, 7, 6, 6, 3, 3, 2, 2, 2, 1, 1, 1
394, 380, 293, 209, 117, 97, 95, 67, 61, 58, 55, 46, 37, 36, 33, 27, 26, 19, 18, 17, 17, 15, 14, 14, 12, 12, 12, 12, 11, 11, 10, 9, 9, 9, 9, 8, 8, 7, 7, 7, 7, 7, 6, 6, 6, 5, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 1, 1
12, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1
891, 266, 245, 90, 86, 55, 53, 44, 35, 30, 22, 20, 20, 18, 15, 13, 13, 10, 10, 8, 8, 7, 6, 5, 5, 4, 4, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1
26, 10, 5, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
176, 84, 47, 9
9, 2, 1
432, 165, 83, 59, 32, 30, 27, 17, 16, 16, 8, 5, 1, 1
58, 12, 7, 6, 4, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
211, 141, 97, 34, 30, 26, 25, 19, 19, 18, 17, 15, 15, 15, 14, 14, 13, 12, 12, 11, 10, 10, 9, 9, 9, 9, 8, 8, 8, 7, 7, 6, 5, 5, 5, 5, 4, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1

86, 39, 27, 6, 5
655, 10, 8, 7, 5, 4, 1, 1
13, 7, 7, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1

31, 19, 10, 9, 8, 8, 8, 7, 6, 4, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
18, 9, 9, 5, 5, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1


331, 15, 9, 6, 1, 1
