RowID, sim, FlowRate, Width, Height, Viscosity, N, immigration.rate, particle.tau, cell.tau, resource.concentration, shannons.resource.diversity, resource.richness, S, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, avg.per.capita.growth, avg.per.capita.maint
157,17,0.25,10,10,0.84,31,2,14.8,23.18181818,653.075956,1.929260725,7,13,0.591384615,0.672592465,0.193548387,0.898924731,6,0.941550073,0.821571513,5.815449407
158,17,0.1,10,10,0.84,62,2,40.8,46.65217391,279.5280913,1.933257554,7,11,0.32001332,0.393369538,0.419354839,0.727657324,26,1.666428159,2.41198508,13.74541651
159,17,0.075,10,10,0.84,20,2,56.9,38.22727273,273.8941838,1.938217149,7,10,0.689655172,0.792627315,0.25,0.9,5,1.242259987,0.706366409,5.656594811
160,17,0.05,10,10,0.84,16,2,78.3,31.64705882,478.1238834,1.943202914,7,6,0.888888889,0.873568186,0.25,0.866666667,4,-0.486135912,0.962550893,5.298737528
161,17,0.025,10,10,0.84,10,2,234.1,24.13333333,626.7261501,1.925645487,7,5,0.5,0.697911687,0.6,0.666666667,6,1.5,0.811201155,2.846614966
162,17,0.01,10,10,0.84,6,2,543,175.45,443.4818321,1.935242066,7,3,0.857142857,0.870814575,0.5,0.733333333,3,0,0.645446489,2.729724562
163,18,1,10,10,0.84,15,1,6.1,10,3013.206006,1.38600243,4,10,0.681818182,0.843365759,0.266666667,0.914285714,4,1.672971554,0.384725685,4.551249262
164,18,0.75,10,10,0.84,11,1,7.1,9.333333333,2490.188019,1.385811339,4,9,0.896296296,0.947255309,0.181818182,0.963636364,2,1.33630621,0.200165917,4.174768848
165,18,0.5,10,10,0.84,14,1,14.8,10.35897436,2963.177693,1.385268821,4,9,0.907407407,0.924828877,0.142857143,0.945054945,2,-0.223606798,0.343681676,4.727216576
166,18,0.25,10,10,0.84,26,1,24.1,17.75,1498.257126,1.379508266,4,10,0.625925926,0.645726635,0.230769231,0.873846154,6,0.55564453,0.679752074,5.775981604
167,18,0.1,10,10,0.84,109,1,67.6,35.88541667,1226.246855,1.378083211,4,4,0.26428063,0.153101263,0.972477064,0.054536188,106,1.154700538,9.199824338,48.6549093
168,18,0.075,10,10,0.84,77,1,46.5,48.34920635,1146.111379,1.380859822,4,6,0.821418676,0.848427843,0.298701299,0.80758715,23,0.488866205,3.765722953,35.71683866
169,18,0.05,10,10,0.84,180,1,107.7,84.82587065,517.2074223,1.376495806,4,9,0.531286895,0.283015339,0.305555556,0.795282433,55,0.529882971,5.568203753,48.15240949
170,18,0.025,10,10,0.84,137,1,186.8,147.4307692,1661.721358,1.376254746,4,2,0.507352544,0.104562871,0.99270073,0.01459854,136,0,23.36128573,121.4557808
171,18,0.01,10,10,0.84,67,1,319.5,346.2395833,603.9,1.384754207,4,3,0.436376009,0.222153195,0.865671642,0.239710538,58,0.666983193,6.087990825,27.12124593
172,19,1,10,10,0.84,33,2,7.2,9.777777778,356.0801862,0.692552532,2,18,0.587378641,0.781701264,0.212121212,0.933712121,7,2.210138547,0.505572244,4.520646847
173,19,0.75,10,10,0.84,18,2,6.7,8.625,183.7250937,0.6894692,2,13,0.778846154,0.890815052,0.166666667,0.954248366,3,1.550259339,0.36951914,4.013487418
174,19,0.5,10,10,0.84,19,2,10.4,12.3,293.6592445,0.689594016,2,13,0.645796064,0.862099762,0.263157895,0.929824561,5,2.646703842,0.452758902,4.261711965
175,19,0.25,10,10,0.84,25,2,22.5,18.53333333,338.3713754,0.693035793,2,16,0.685307018,0.851323638,0.2,0.946666667,5,2.205225256,0.394984864,3.97759764
176,19,0.1,10,10,0.84,26,2,43,22.80952381,250.8625559,0.693021199,2,7,0.548701299,0.61958269,0.423076923,0.769230769,11,1.301573372,1.444552649,8.440495036
177,19,0.075,10,10,0.84,12,2,47,16.47058824,283.6210679,0.683897471,2,9,0.8,0.906549936,0.25,0.939393939,3,1.75,0.32923531,3.174842638
179,19,0.025,10,10,0.84,9,2,238.3,24.70833333,425.8878535,0.692903353,2,5,0.852631579,0.882569382,0.333333333,0.861111111,3,0.343621597,0.697689995,4.896131171
180,19,0.01,10,10,0.84,5,2,465.2,41.76,176.2193588,0.682659017,2,3,0.757575758,0.833177908,0.6,0.7,3,0.707106781,0.447645365,2.360351
181,20,1,10,10,0.84,29,2,7.181818182,9.777777778,747.9114962,2.078384606,8,15,0.709704641,0.801240269,0.172413793,0.938423645,5,1.184593168,0.5098938,4.696660289
182,20,0.75,10,10,0.84,21,2,7.2,14.125,513.3029903,2.074173688,8,14,0.73255814,0.864778237,0.19047619,0.947619048,4,1.72698976,0.446655619,3.733660238
183,20,0.5,10,10,0.84,30,2,10.6,14.11111111,553.6560907,2.076375516,8,17,0.645624103,0.803455822,0.166666667,0.940229885,5,1.703871889,0.449936608,4.49999346
184,20,0.25,10,10,0.84,29,2,17,24.66666667,489.4532431,2.069891772,8,15,0.448533333,0.736785319,0.310344828,0.881773399,9,2.522709591,0.4833402,3.880886046
185,20,0.1,10,10,0.84,27,2,65.8,46.68181818,549.2494997,2.070834182,8,8,0.729,0.779821024,0.296296296,0.86039886,8,1.125700275,0.804595747,7.243244417
186,20,0.075,10,10,0.84,20,2,87.4,63.03571429,327.1197227,2.074863385,8,5,0.434782609,0.535578987,0.65,0.568421053,13,1.404136156,1.527508336,14.76920551
187,20,0.05,10,10,0.84,29,2,101.1,56.91891892,317.6848873,2.072809195,8,12,0.599002849,0.716994698,0.275862069,0.891625616,8,1.740744677,0.5831211,3.167220262
188,20,0.025,10,10,0.84,12,2,155.5,50.68,546.3899271,2.071972045,8,7,0.857142857,0.891434607,0.25,0.909090909,3,0.459279327,0.438165296,2.73183387
189,20,0.01,10,10,0.84,8,2,476.1,212.2727273,795.0623163,2.075545485,8,4,0.8,0.813438684,0.375,0.785714286,3,0,0.434113463,3.290551488
190,21,1,10,10,0.84,74,5,7.1,10.55172414,2286.532759,1.606531361,5,36,0.355399792,0.714757254,0.216216216,0.934468715,16,3.783986978,0.602515173,5.127674643
191,21,0.75,10,10,0.84,106,5,6.6,9.897435897,1547.088461,1.608990701,5,33,0.136960921,0.606298665,0.452830189,0.786163522,48,5.183845841,1.008211884,6.884060394
192,21,0.5,10,10,0.84,99,5,6.636363636,12.93442623,1536.130573,1.606595682,5,31,0.130483405,0.612912131,0.474747475,0.76046176,47,4.866034206,1.087914294,7.180767423
193,21,0.25,10,10,0.84,241,5,18.8,23.48058252,717.9313569,1.60886315,5,33,0.108396274,0.39781312,0.506224066,0.723443983,122,4.977614753,2.797282597,15.35458123
194,21,0.1,10,10,0.84,61,5,61.8,45,438.0635626,1.608823653,5,18,0.249363356,0.592728446,0.442622951,0.790163934,27,3.563437501,1.109149166,6.677263141
195,21,0.075,10,10,0.84,182,5,73.9,53.31958763,781.0567523,1.604359928,5,16,0.164776345,0.30960736,0.587912088,0.624127254,107,3.236548876,4.137395198,20.63212588
196,21,0.05,10,10,0.84,284,5,83.9,101.2865854,251.690004,1.60195329,5,19,0.151069489,0.278115737,0.566901408,0.653909322,161,3.657858496,5.53686935,25.72814121
197,21,0.025,10,10,0.84,84,5,173,135.7979798,432.3648065,1.606813859,5,8,0.194187583,0.360021146,0.797619048,0.360585198,67,2.253430165,3.92913987,14.17971461
198,21,0.01,10,10,0.84,71,5,477.6,418.8745387,351.5421803,1.603973027,5,4,0.325393752,0.319077681,0.873239437,0.23501006,62,1.15204961,6.823437492,25.63170536
199,22,1,10,10,0.84,13,1,5.9,8,2644.892961,2.190206525,9,11,0.903743316,0.95457653,0.153846154,0.974358974,2,1.649915823,0.387210634,2.815511314
200,22,0.75,10,10,0.84,26,1,8.7,11.4,2381.648219,2.19500655,9,15,0.375555556,0.781681674,0.384615385,0.855384615,10,3.345031978,0.603960318,4.091093555
201,22,0.5,10,10,0.84,11,1,9.9,9.75,2101.610251,2.191285853,9,9,0.896296296,0.947255309,0.181818182,0.963636364,2,1.33630621,0.365661697,2.756506232
202,22,0.25,10,10,0.84,100,1,29,11.11666667,2036.306491,2.194064586,9,7,0.311235605,0.246234549,0.61,0.546464646,61,1.422419028,5.424140559,28.82077953
203,22,0.1,10,10,0.84,33,1,36.5,42.5,1635.037789,2.192083807,9,5,0.275347661,0.343704487,0.848484848,0.28219697,28,1.495156686,2.729358722,14.95201683
204,22,0.075,10,10,0.84,193,1,93,57.61403509,452.385159,2.192732428,9,12,0.424113039,0.260543205,0.321243523,0.807696459,62,1.28186385,6.285472513,39.71937202
205,22,0.05,10,10,0.84,201,1,129.1,100.9735099,394.259944,2.174875061,9,8,0.349998267,0.220814166,0.482587065,0.646069652,97,1.240505957,10.79314367,44.34344852
206,22,0.025,10,10,0.84,177,1,232.3,229.25,441.1154978,2.180355377,9,6,0.375620459,0.193099197,0.570621469,0.559450437,101,0.983954438,12.80344908,49.44844384
207,22,0.01,10,10,0.84,95,1,391.3,434.8618421,1214.920208,2.192259794,9,4,0.599588095,0.423903978,0.536842105,0.58924972,51,0.27989395,9.44946988,30.94181961
208,23,1,10,10,0.84,25,2,5.8,10.22222222,746.5139905,1.789860687,6,19,0.67132116,0.897727809,0.2,0.96,5,3.381772754,0.421361872,3.444535474
209,23,0.75,10,10,0.84,32,2,6.3,11.85714286,744.0167338,1.784667748,6,18,0.547008547,0.811825526,0.25,0.927419355,8,3.117501667,0.612513376,5.520810574
210,23,0.5,10,10,0.84,34,2,8,13.63157895,846.4438658,1.788575009,6,18,0.445987654,0.769244792,0.294117647,0.901960784,10,3.183144438,0.67496069,6.217744325
211,23,0.25,10,10,0.84,30,2,22.7,24.6,801.1235013,1.788337887,6,11,0.592885375,0.674369283,0.266666667,0.875862069,8,1.238020397,0.868165009,8.795372541
212,23,0.1,10,10,0.84,53,2,65.7,40.97727273,271.5627427,1.770967812,6,14,0.258894009,0.517890509,0.471698113,0.738026125,25,2.645510388,1.218666063,5.769341594
213,23,0.075,10,10,0.84,26,2,70.7,37.86206897,386.7845744,1.777557018,6,9,0.63653484,0.661602847,0.269230769,0.858461538,7,0.782995446,0.861791144,8.403518392
214,23,0.05,10,10,0.84,32,2,105.5,77.45283019,465.5126943,1.783064526,6,6,0.35261708,0.414909267,0.65625,0.544354839,21,1.574191551,2.385959704,8.928297585
215,23,0.025,10,10,0.84,33,2,190.5,40.92307692,394.1681035,1.784084946,6,7,0.6455246,0.665931194,0.363636364,0.803030303,12,1.063492598,1.463991669,8.164686976
216,23,0.01,10,10,0.84,11,2,352.8,22.65,309.5031899,1.780530651,6,3,0.761006289,0.661362669,0.545454545,0.618181818,6,-0.239063147,1.141447407,2.575749647
217,24,1,10,10,0.84,94,7,6.4,10.07317073,1145.206744,2.075878431,8,33,0.349552971,0.640698304,0.223404255,0.923129719,21,3.455376099,0.983035134,8.685267568
218,24,0.75,10,10,0.84,78,7,9.6,9.441176471,734.9589262,2.07591425,8,33,0.283636364,0.694060129,0.282051282,0.904761905,22,4.411679697,0.787565026,7.363121894
219,24,0.5,10,10,0.84,71,7,10.7,12.59677419,453.10004,2.057712863,8,29,0.471077469,0.673038465,0.154929577,0.940040241,11,2.192102363,0.820643455,6.867330614
220,24,0.25,10,10,0.84,103,7,22.6,19.32608696,675.8981165,2.075567904,8,22,0.442004833,0.517566727,0.203883495,0.9059585,21,1.837642379,1.593648037,13.75788041
221,24,0.1,10,10,0.84,105,7,43.5,37.77777778,567.6120282,2.039605881,8,12,0.401727153,0.415942274,0.371428571,0.80018315,39,1.860158473,3.434892403,23.16949132
222,24,0.075,10,10,0.84,104,7,72.6,41.44871795,229.7349318,2.011372841,8,19,0.205510165,0.465704159,0.471153846,0.751120239,49,3.468999066,1.849204519,10.21468112
223,24,0.05,10,10,0.84,100,7,90.4,50.70454545,407.8794154,2.049016709,8,18,0.495147554,0.478861011,0.21,0.896767677,21,1.38369663,1.866621237,10.62693331
224,24,0.025,10,10,0.84,33,7,136.7,38.13793103,291.2159531,2.028210679,8,9,0.401993355,0.610093467,0.484848485,0.746212121,16,2.247662404,1.338765862,7.200163294
225,24,0.01,10,10,0.84,22,7,491.6,149.443609,612.5634513,2.059752309,8,6,0.537777778,0.673181561,0.5,0.722943723,11,1.534043038,1.309322435,4.067732802
226,25,1,10,10,0.84,70,5,7,11.24,4138.095729,2.195533853,9,31,0.327934681,0.692517968,0.257142857,0.914699793,18,3.847296599,0.578301282,6.085624079
227,25,0.75,10,10,0.84,69,5,6.6,12.15384615,2608.058093,2.193456785,9,37,0.416426135,0.76341532,0.188405797,0.948849105,13,3.803657626,0.496824239,5.001051975
228,25,0.5,10,10,0.84,68,5,8.5,13,4377.678607,2.195268512,9,30,0.450682261,0.701660204,0.176470588,0.939859526,12,2.554929138,0.581899823,5.439994954
229,25,0.25,10,10,0.84,87,5,18.5,16.55263158,1814.800327,2.187626788,9,26,0.457010023,0.581227944,0.149425287,0.926490243,13,1.609692008,1.018937294,8.66500196
230,25,0.1,10,10,0.84,356,5,49.09090909,41.63176895,944.2441842,2.192603552,9,26,0.22485753,0.278349141,0.300561798,0.831286596,107,2.447804705,4.452477148,46.26552129
231,25,0.075,10,10,0.84,193,5,52.8,61.8045977,1824.807094,2.1807691,9,12,0.285223131,0.227596171,0.481865285,0.711517703,93,2.200742274,4.320008682,40.95151374
232,25,0.05,10,10,0.84,237,5,89.1,97,836.9285142,2.181753,9,10,0.477749426,0.313944514,0.324894515,0.794035615,77,0.953889566,6.964504674,59.54277805
233,25,0.025,10,10,0.84,361,5,274.6,190.3909091,263.8110056,2.176410192,9,23,0.564074707,0.445398899,0.149584488,0.925484765,54,1.261205427,4.672136519,30.21542276
234,25,0.01,10,10,0.84,333,5,428.4,427.938992,409.3050421,2.18083542,9,16,0.268970486,0.204406739,0.411411411,0.769944643,137,2.448859666,5.482509775,44.77876968
235,26,1,10,10,0.84,27,2,5.545454545,10.27272727,713.3653056,2.074795013,8,21,0.771428571,0.915877106,0.148148148,0.974358974,4,2.874748379,0.332772004,3.756652123
236,26,0.75,10,10,0.84,25,2,10.5,14.6,748.1562023,2.076986162,8,14,0.480030722,0.764392532,0.32,0.886666667,8,2.65069326,0.373462167,6.225533239
237,26,0.5,10,10,0.84,23,2,13.4,14.4375,504.2745415,2.074582832,8,15,0.820155039,0.887070374,0.130434783,0.960474308,3,0.963694772,0.418726154,4.234533327
238,26,0.25,10,10,0.84,31,2,16.5,22.42857143,388.6476689,2.075713302,8,14,0.493833505,0.769247522,0.322580645,0.883870968,10,2.926835043,0.669027844,7.030833212
239,26,0.1,10,10,0.84,35,2,52.2,30.02702703,188.567542,2.071610392,8,10,0.476653696,0.545068668,0.342857143,0.813445378,12,1.289358504,1.003806585,7.443414503
240,26,0.075,10,10,0.84,18,2,60.9,29.23809524,405.2533319,2.073054941,8,9,0.6,0.742288217,0.333333333,0.862745098,6,1.530931089,0.742384313,6.691432338
242,26,0.025,10,10,0.84,22,2,245.4,49.73684211,482.3843258,2.078297868,8,9,0.263616558,0.616414614,0.636363636,0.606060606,14,2.474873734,0.654727068,4.091101619
244,27,1,10,10,0.84,69,4,6.5,11.5483871,3749.570752,1.096679556,3,28,0.3908867,0.64071377,0.188405797,0.921994885,13,2.312819207,0.663498203,5.211649022
245,27,0.75,10,10,0.84,66,4,10.4,10.97222222,3350.081096,1.097436285,3,26,0.193910256,0.68205072,0.424242424,0.813986014,28,4.566058233,0.784627212,4.520194179
246,27,0.5,10,10,0.84,90,4,9.4,10.5,1778.62202,1.097776734,3,23,0.14998889,0.569160178,0.522222222,0.718102372,47,4.288175794,1.365702683,5.617463915
247,27,0.25,10,10,0.84,117,4,17.6,17.65346535,1001.78611,1.091172534,3,18,0.156642636,0.422641863,0.538461538,0.65089891,63,3.072529947,2.435233579,9.231507888
248,27,0.1,10,10,0.84,162,4,61.5,38.37373737,398.0951082,1.096028135,3,14,0.150302392,0.363493259,0.679012346,0.528026992,110,3.241697224,4.433958642,15.60769391
249,27,0.075,10,10,0.84,141,4,74.8,67.78714859,560.7594433,1.088872786,3,19,0.11856866,0.378846514,0.65248227,0.560081054,92,3.8245107,2.807957073,9.946695746
250,27,0.05,10,10,0.84,146,4,114,81.03636364,728.8461459,1.090912307,3,15,0.333583725,0.267808007,0.315068493,0.805668399,46,1.517654472,3.402137638,13.98826639
251,27,0.025,10,10,0.84,307,4,201.5,174.5798319,366.8668249,1.097683769,3,11,0.266329642,0.296453813,0.527687296,0.66081199,162,2.186096011,9.254853384,33.48588869
252,27,0.01,10,10,0.84,192,4,656.1,499.9427793,367.1527578,1.092450268,3,11,0.321619264,0.25461677,0.421875,0.721095113,81,1.690638924,5.871510776,17.03727985
253,28,1,10,10,0.84,31,2,6.4,10.27272727,3422.649039,0,1,18,0.358314691,0.780572311,0.35483871,0.87311828,11,3.608066665,0.559781534,4.290333186
254,28,0.75,10,10,0.84,30,2,6.5,10.75,2882.379148,0,1,15,0.491803279,0.758564528,0.3,0.894252874,9,2.71321495,0.680346302,4.353853839
255,28,0.5,10,10,0.84,68,2,13.3,9.220338983,2837.082276,0,1,18,0.305820106,0.505231846,0.367647059,0.830553117,25,2.863904804,1.350681306,12.27865695
256,28,0.25,10,10,0.84,115,2,33.1,12.55279503,1231.548462,0,1,10,0.323112631,0.280304626,0.443478261,0.696567506,51,1.480533082,4.577883741,30.56442516
257,28,0.1,10,10,0.84,98,2,47.5,41.61176471,785.855815,0,1,8,0.4375,0.36494153,0.479591837,0.721649485,47,1.797347092,4.367462692,42.02502945
258,28,0.075,10,10,0.84,279,2,57.6,27.29411765,1191.8105,0,1,8,0.224522348,0.153406799,0.724014337,0.444857018,202,2.055332511,12.6724161,72.73640565
259,28,0.05,10,10,0.84,117,2,124.8,90.07207207,618.529144,0,1,8,0.264103257,0.204917075,0.581196581,0.53124079,68,1.372278438,5.995508193,30.0406982
260,28,0.025,10,10,0.84,173,2,197.7,180.4807692,327.0374448,0,1,7,0.330338517,0.257517776,0.624277457,0.570842855,108,1.773416858,9.128542323,56.89300064
261,28,0.01,10,10,0.84,78,2,688.7,268.1428571,1195.585448,0,1,4,0.369354055,0.233323672,0.807692308,0.327339327,63,1.060862709,7.171633559,34.65788937
262,29,1,10,10,0.84,70,5,7,10.10344828,5235.121053,0,1,33,0.283368031,0.73346581,0.285714286,0.906004141,20,4.584550753,0.529886214,4.363883846
263,29,0.75,10,10,0.84,62,5,5.7,15.57894737,4240.797002,0,1,24,0.447392924,0.619941415,0.177419355,0.921734532,11,1.730701651,0.665604811,5.465420054
264,29,0.5,10,10,0.84,95,5,7.9,10.21428571,4517.787303,0,1,23,0.358348223,0.501818838,0.231578947,0.888017917,22,2.148665051,1.286499342,7.0927629
265,29,0.25,10,10,0.84,102,5,21.8,9.9,2047.542533,0,1,25,0.184468085,0.500258795,0.411764706,0.790914386,42,3.634862534,1.395703347,7.052040442
266,29,0.1,10,10,0.84,309,5,50.4,50.95,1088.915493,0,1,22,0.337143281,0.296820517,0.262135922,0.867986383,81,2.012198543,4.357302152,23.78766672
267,29,0.075,10,10,0.84,229,5,75.1,63.73275862,623.8187383,0,1,17,0.207351261,0.390103732,0.510917031,0.719451467,117,3.53696256,3.576545152,22.01923331
268,29,0.05,10,10,0.84,205,5,78,84.72727273,500.6637548,0,1,21,0.24776408,0.337640798,0.32195122,0.811764706,66,2.502113454,3.053395931,15.75005199
269,29,0.025,10,10,0.84,344,5,187,186.4592391,648.4893664,0,1,15,0.385697989,0.296948886,0.276162791,0.829564716,95,1.477624927,7.380035527,43.006763
270,29,0.01,10,10,0.84,264,5,668.2,400.0610687,45.7281488,0,1,15,0.487248322,0.408770792,0.231060606,0.86645927,61,1.48749277,4.994311441,27.22503685
271,30,1,10,10,0.84,15,1,6.2,12.5,2122.793746,1.787094014,6,12,0.892857143,0.942804532,0.133333333,0.971428571,2,1.154700538,0.316600355,3.544748428
272,30,0.75,10,10,0.84,12,1,6.6,15,1643.615475,1.789351269,6,9,0.888888889,0.93228632,0.166666667,0.954545455,2,0.707106781,0.327768956,4.159008846
273,30,0.5,10,10,0.84,9,1,7.4,13.11111111,1108.813777,1.789785542,6,6,0.642857143,0.83394579,0.444444444,0.833333333,4,1.788854382,0.410051848,3.650949979
274,30,0.25,10,10,0.84,24,1,21.6,17.48571429,1497.334594,1.789345736,6,8,0.486486486,0.604913285,0.416666667,0.775362319,10,1.434378882,0.733050734,8.358327609
275,30,0.1,10,10,0.84,14,1,42.5,29.18,1083.545807,1.787680636,6,7,0.583333333,0.763391661,0.428571429,0.813186813,6,1.774823935,0.55153787,4.471278334
276,30,0.075,10,10,0.84,85,1,80.4,66.2037037,960.0919025,1.783777139,6,6,0.685353823,0.698828577,0.376470588,0.765826331,32,0.746346333,4.3616131,34.07692694
277,30,0.05,10,10,0.84,52,1,89,65.82142857,1319.956118,1.791137491,6,5,0.829447853,0.88093152,0.365384615,0.773755656,19,0.881445258,2.402817988,38.52966402
278,30,0.025,10,10,0.84,128,1,186.5,170.2285714,468.5654226,1.777903625,6,4,0.535985344,0.604667118,0.6484375,0.537770669,83,1.077144642,10.63253243,68.24650851
279,30,0.01,10,10,0.84,11,1,536.8,170.1176471,501.1109105,1.786808118,6,2,0.930769231,0.950258941,0.636363636,0.509090909,7,0,1.691982885,11.55688563
280,31,1,10,10,0.84,33,2,6.454545455,12.5,1544.136361,1.943445716,7,18,0.611111111,0.777471243,0.151515152,0.9375,5,1.568807936,0.591000371,5.672558286
281,31,0.75,10,10,0.84,19,2,8.4,10.54545455,1484.530075,1.943486465,7,12,0.477513228,0.81024468,0.368421053,0.871345029,7,2.880082438,0.47030409,5.062808576
282,31,0.5,10,10,0.84,15,2,8.7,9.666666667,757.5557046,1.935319485,7,10,0.725806452,0.867371705,0.266666667,0.923809524,4,1.914092275,0.457945915,4.817198529
283,31,0.25,10,10,0.84,45,2,22.7,15.04,953.4338159,1.941507353,7,12,0.291450777,0.513442459,0.488888889,0.73030303,22,2.500849466,1.408034632,11.84214876
284,31,0.1,10,10,0.84,124,2,41.6,44.6147541,181.2787228,1.938163448,7,15,0.488126984,0.403921632,0.233870968,0.870443221,29,1.241115588,3.105982406,26.43640832
285,31,0.075,10,10,0.84,115,2,92.6,75.525,709.7082052,1.935885743,7,10,0.689880021,0.45871224,0.182608696,0.862547674,21,-0.212050098,4.673682368,29.97879892
286,31,0.05,10,10,0.84,74,2,90.5,93.63793103,495.0656592,1.940080325,7,10,0.359317585,0.343773115,0.459459459,0.731580896,34,1.82913586,1.960945386,14.67645202
287,31,0.025,10,10,0.84,30,2,242.1,162.9818182,852.5648539,1.944047119,7,5,0.737704918,0.590186123,0.366666667,0.754022989,11,-0.078611765,1.846154491,8.998466788
288,31,0.01,10,10,0.84,49,2,557.4,363.2638037,662.5458901,1.940708705,7,7,0.433628319,0.398748292,0.428571429,0.68452381,21,0.939174107,1.652603935,12.59794223
289,32,1,10,10,0.84,108,9,4.8,8.891304348,723.9183526,0.69314522,2,40,0.287573964,0.636270823,0.222222222,0.921599169,24,3.675337414,0.583967122,8.981784616
290,32,0.75,10,10,0.84,148,9,8.8,11.54368932,490.0714519,0.690241872,2,57,0.356475605,0.653905179,0.121621622,0.957253172,18,3.147978977,0.579482975,8.798188634
291,32,0.5,10,10,0.84,80,9,13.8,9.230769231,529.3608051,0.693061367,2,41,0.349994531,0.765086889,0.2125,0.942088608,17,4.605693347,0.50931042,6.335322425
292,32,0.25,10,10,0.84,67,9,24.7,15.33783784,472.6805987,0.678890116,2,31,0.550594873,0.739294901,0.134328358,0.955676165,9,2.11312258,0.491998749,5.704581014
293,32,0.1,10,10,0.84,92,9,45.9,26.72727273,257.9623172,0.684817856,2,24,0.263577479,0.496705485,0.315217391,0.851170569,29,2.856232057,0.945126034,11.41552237
294,32,0.075,10,10,0.84,65,9,57.2,40.94326241,230.434405,0.679325833,2,20,0.43556701,0.588901527,0.215384615,0.899038462,14,2.041282283,0.729682131,7.950389214
295,32,0.05,10,10,0.84,49,9,78.3,41.98913043,245.226945,0.689983885,2,16,0.488802932,0.595193539,0.224489796,0.890306122,11,1.358209961,0.823201469,6.130325984
296,32,0.025,10,10,0.84,30,9,210.5,72.90322581,291.5253075,0.692497742,2,10,0.6,0.657610607,0.266666667,0.862068966,8,1.061445555,0.753139555,4.402762091
297,32,0.01,10,10,0.84,9,9,467.8,31.16216216,479.0973349,0.690721729,2,6,0.794117647,0.879204329,0.333333333,0.888888889,3,1.122263435,0.421761176,2.461083843
298,33,1,10,10,0.84,47,3,5.2,11.91666667,4590.932071,1.098496467,3,24,0.391666667,0.731397214,0.255319149,0.913043478,12,3.12654737,0.636874553,5.382906456
299,33,0.75,10,10,0.84,42,3,7.909090909,11.4,3692.347377,1.098578511,3,14,0.525,0.681063754,0.285714286,0.885017422,12,2.194850543,1.01569692,7.714988496
300,33,0.5,10,10,0.84,85,3,10.5,9.875,3011.468969,1.097660868,3,21,0.399590731,0.479779938,0.2,0.891316527,17,1.578692055,1.531069461,8.981581783
301,33,0.25,10,10,0.84,237,3,22.1,17.07246377,1983.690752,1.096989694,3,25,0.232559776,0.318819507,0.299578059,0.83150969,71,2.350437312,3.425156296,18.66996205
302,33,0.1,10,10,0.84,132,3,45.4,44.2,1800.977023,1.095420461,3,11,0.396396396,0.268672234,0.363636364,0.776544067,48,1.374992475,3.806516294,23.19116155
303,33,0.075,10,10,0.84,549,3,68.1,63.27186761,113.2113878,1.096249599,3,12,0.3670376,0.148409413,0.298724954,0.774367463,164,0.987530817,19.17772585,76.56677915
304,33,0.05,10,10,0.84,312,3,98,104.1890909,321.8539038,1.082255208,3,14,0.549655562,0.324805169,0.208333333,0.872846071,65,0.835939107,7.545302165,48.62482183
305,33,0.025,10,10,0.84,181,3,236,193.7865169,622.3826004,1.093111885,3,11,0.510240316,0.34045035,0.243093923,0.826396562,44,0.664369756,5.415552473,35.93209024
306,33,0.01,10,10,0.84,90,3,409.9,247.7449393,351.7603918,1.094306254,3,9,0.326560232,0.378867284,0.544444444,0.667166042,49,2.126891971,4.189490957,16.57864427
307,34,1,10,10,0.84,60,5,5.3,9.142857143,378.0911244,0.692249181,2,31,0.408905043,0.737807454,0.166666667,0.936723164,10,2.812012918,0.47895923,5.428544339
308,34,0.75,10,10,0.84,84,5,10.4,12.48979592,372.7637164,0.68548969,2,35,0.344027304,0.677856371,0.19047619,0.927997705,16,3.20309786,0.719075395,6.233430877
309,34,0.5,10,10,0.84,49,5,9.4,14.92857143,347.867553,0.691603176,2,24,0.436863173,0.721625749,0.224489796,0.923469388,11,2.779514923,0.430483886,5.97057249
310,34,0.25,10,10,0.84,41,5,23.9,22.41269841,313.3769477,0.68490624,2,23,0.432467198,0.804557738,0.268292683,0.92195122,11,3.971081538,0.41980281,3.968744352
311,34,0.1,10,10,0.84,34,5,44.3,27.17391304,167.4534717,0.689891826,2,15,0.566666667,0.699229935,0.205882353,0.909090909,7,1.374565764,0.709200412,5.300756917
312,34,0.075,10,10,0.84,10,5,72.7,32.77419355,299.97787,0.692268441,2,7,0.793650794,0.889375462,0.3,0.911111111,3,1.357727089,0.465810925,3.895935335
313,34,0.05,10,10,0.84,23,5,116.5,52.93846154,214.2322609,0.690690708,2,11,0.458008658,0.728270547,0.391304348,0.837944664,9,2.483509194,0.577899311,4.795469989
315,34,0.01,10,10,0.84,4,5,458,71.27118644,512.3272436,0.693119334,2,3,0.888888889,0.93228632,0.5,0.833333333,2,0.707106781,0.36383628,2.597990959
316,35,1,10,10,0.84,92,7,6.2,10.2,678.7520602,2.191716314,9,38,0.386695906,0.680489898,0.173913043,0.942188247,16,2.995950744,0.721305032,6.285016705
317,35,0.75,10,10,0.84,90,7,5.7,12.97619048,623.8352698,2.194554793,9,41,0.415044066,0.719945108,0.166666667,0.951810237,15,3.440838618,0.690870699,5.27374703
