RowID, sim, motion, dimensions, ind.production, biomass.prod.N, biomass.prod.P, biomass.prod.C, res.inflow, N.types, P.types, C.types, max.res.val, max.growth.rate, max.met.maint, max.active.dispersal, barrier.width, barrier.height, logseries.a, starting.seed, flow.rate, width, height, viscosity, total.abundance, immigration.rate, resource.tau, particle.tau, individual.tau, resource.concentration, shannons.resource.diversity, resource.richness, species.richness, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, tracer.particles, resource.particles, speciation, species.turnover, avg.per.capita.growth, avg.per.capita.maint, avg.per.capita.N.efficiency, avg.per.capita.P.efficiency, avg.per.capita.C.efficiency, avg.per.capita.active.dispersal
10, 1, 'fluid', 2, 56.0, 2.0097382756795916, 2.722836732966158, 5.0195204226717998, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.080000000000000002, 8, 10, 10, 517.0, 1, 26.405542688704074, nan, 60.910244889092795, 5.6937499999999996, 2.571133644474656, 16.0, 18.0, 0.43795000000000001, 0.2631590631581967, 0.098196392785571143, 0.87187923504118248, 102.0, 1.1444805476333177, 1.5, 455.5, 'yes', 0.22222222222222232, 0.14901429187021825, 0.00060203220970093615, 0.53782443934809643, 0.51355040210209069, 0.5160051815074016, 0.062887592275094079
11, 1, 'fluid', 2, 21.0, 1.3280649827650137, 0.92273092153055281, 1.5594224630231395, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.070000000000000007, 8, 10, 10, 213.5, 1, 33.009922495927334, nan, 57.285205419580421, 7.8937499999999998, 2.5043623221375055, 16.0, 14.0, 0.29699999999999999, 0.31200292797725498, 0.22524752475247525, 0.75450957482987024, 93.5, 2.5818667399638855, 6.5, 631.5, 'yes', 0.14285714285714279, 0.14856853094000691, 0.00059577387595484345, 0.53846966323991385, 0.50876658317432066, 0.52073005173232489, 0.062256197178673832
12, 1, 'fluid', 2, 36.5, 1.7324989390996262, 2.555773220068442, 1.8576476944769578, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.059999999999999998, 8, 10, 10, 367.0, 1, 29.005939778875558, nan, 73.408862876254176, 5.6937499999999996, 2.5412458343468369, 16.0, 12.0, 0.32169999999999999, 0.20991786824327685, 0.2032967032967033, 0.73539965107978178, 159.0, 1.8758305309899161, 3.0, 455.5, 'yes', 0.16666666666666674, 0.14985340852474219, 0.00061657584015937269, 0.53912246941704423, 0.51916038414770327, 0.52341440685312701, 0.061893767759195653
13, 1, 'fluid', 2, 8.5, 0.77746930256480073, 0.24888006065681445, 0.32414973995451035, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.050000000000000003, 8, 10, 10, 135.5, 1, 39.07463800567249, nan, 74.104036837003179, 6.3937500000000007, 2.6088395138121783, 16.0, 11.0, 0.52315, 0.41382996666145039, 0.14830508474576271, 0.82481899905443501, 34.5, 0.85315360761928227, 4.0, 511.5, 'yes', 0.0, 0.15030771148323382, 0.00060383876297347237, 0.53719097780571812, 0.51077725033026966, 0.52230889699320104, 0.06310780343794907
14, 1, 'fluid', 2, 138.5, 4.7227951820646439, 9.1124321335151421, 11.960661120168183, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.040000000000000001, 8, 10, 10, 1348.5, 1, 37.643655913978492, nan, 85.6056117113977, 3.3062500000000004, 2.5179244016799087, 16.0, 9.0, 0.14605000000000001, 0.10863669679156607, 0.33985411140583555, 0.22779063415377493, 1178.0, 2.4062400620251561, 0.0, 264.5, 'yes', 0.55555555555555558, 0.15118226897283915, 0.0006130583037168881, 0.53776857829315505, 0.52602847328345137, 0.52871012599628198, 0.065024753506724542
15, 1, 'fluid', 2, 0.0, 0.0051705545960566146, 0.002108281899956807, 0.0044997242966640927, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.02, 8, 10, 10, 5.0, 1, 50.443965517241381, nan, 76.681628392484342, 4.5250000000000004, 2.5777789697051654, 16.0, 2.0, 0.96150000000000002, 0.97384933476175783, 0.29999999999999999, 0.47999999999999998, 3.0, 0.0, 1.0, 362.0, 'yes', 0.0, 0.14826891701213502, 0.00059340862505649226, 0.53765816813817591, 0.52264840891590747, 0.52262893643295072, 0.06462755539505402
16, 1, 'fluid', 2, 1.0, 0.0006160385874936572, 0.0078070873019116388, 0.032885294062665382, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.01, 8, 10, 10, 3.5, 1, 85.400000000000006, nan, 72.105519480519476, 2.3312499999999998, 2.4854280787401475, 16.0, 1.0, 1.0, 1.0, 0.66666666666666663, 0.0, 3.5, 0.0, 0.0, 186.5, 'yes', 0.0, 0.15223661441477046, 0.00056396624495179783, 0.53698180280949526, 0.52768568928579263, 0.53652349715771996, 0.062446387540120468
17, 1, 'fluid', 2, 0.0, 0.0, 0.0052300225116755361, 0.0037778788809145966, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.0074999999999999997, 8, 10, 10, 1.5, 1, nan, nan, 72.5625, 2.0750000000000002, 2.4710925311945688, 16.0, 1.5, 1.0, 1.0, 0.5, 0.25, 1.0, 0.0, 0.0, 166.0, 'yes', 0.33333333333333326, 0.15047595007072623, 0.00054172020284277327, 0.53641417491556487, 0.53359617312906116, 0.53502447475616277, 0.061493740661373003
18, 1, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 400, 10, 2, 4, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9928194442511393, 1000, 0.0050000000000000001, 8, 10, 10, 0.0, 1, nan, nan, nan, 1.4125000000000001, 2.4895601946539916, 16.0, 0.0, nan, nan, nan, nan, nan, nan, 1.0, 113.0, 'yes', nan, 0.15047595007072623, 0.00054172020284277327, 0.53641417491556487, 0.53359617312906116, 0.53502447475616277, 0.061493740661373003
19, 2, 'fluid', 2, 0.5, 0.005828795437136769, 0.031105351720881053, 0.0043898459383798216, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 1.0, 6, 10, 10, 4.5, 1, 3.2804687186682253, 3.0812499999999998, 4.3945695807314902, 11.008333333333333, 3.3113306071554014, 28.0, 2.5, 0.86294999999999999, 0.87286250226855311, 0.25, 0.50750000000000006, 2.5, -0.35355339059327401, 3.0, 660.5, 'yes', 1.0, 0.15025926358308506, 0.00053837396551591611, 0.5293601890763816, 0.53447606379531576, 0.53437592047867655, 0.06166916860881811
20, 2, 'fluid', 2, 0.0, 0.00024948868358570797, 0.0, 0.024679296741792256, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.90000000000000002, 6, 10, 10, 2.0, 1, 3.5764103588452247, 3.6875, 4.0601450257522362, 11.033333333333333, 3.3042730317274982, 28.0, 1.5, 0.94999999999999996, 0.96194905467268654, 0.16666666666666666, 0.22222222222222221, 1.5, 0.0, 2.5, 662.0, 'yes', 1.0, 0.1487474064365053, 0.00052490181095813499, 0.52676807430705386, 0.53732038320407816, 0.53186621572967918, 0.062953320781130889
21, 2, 'fluid', 2, 2.0, 0.040571162480113276, 0.019677115737546491, 0.016275195139639542, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.80000000000000004, 6, 10, 10, 7.5, 1, 4.0237242616804663, 3.691468253968254, 5.3793758480325646, 10.791666666666666, 3.2980841251788107, 28.0, 3.0, 0.87375000000000003, 0.88970740596859765, 0.21428571428571427, 0.6138392857142857, 3.5, -0.16265250351297028, 3.5, 647.5, 'yes', 0.66666666666666674, 0.14891225994439208, 0.00052973924226505772, 0.52943999164508926, 0.53706838939138624, 0.53006113452689108, 0.063675293574367561
22, 2, 'fluid', 2, 0.0, 0.0035068550009650923, 0.0098957500025423917, 0.047841769613263807, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.69999999999999996, 6, 10, 10, 6.0, 1, 4.3075446625912388, 4.1727272727272728, 6.7839739709443094, 10.449999999999999, 3.3090706674010111, 28.0, 4.5, 0.94645000000000001, 0.96271844960171049, 0.5, 0.66999999999999993, 1.5, 0.14433756729740641, 3.0, 627.0, 'yes', 0.77777777777777768, 0.14968153280884444, 0.00052088296652672331, 0.52370075479550426, 0.53877679601619199, 0.53003856913075154, 0.063980893397958136
23, 2, 'fluid', 2, 1.0, 0.0031475383800690648, 0.028039989635383455, 0.015273124958879947, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.59999999999999998, 6, 10, 10, 6.5, 1, 5.0188503335659913, 4.4333333333333336, 5.5880048221820378, 10.324999999999999, 3.3013141824725025, 28.0, 3.0, 0.66850000000000009, 0.70698835815263761, 0.35714285714285715, 0.44501133786848074, 4.5, 0.57735026918962573, 1.0, 619.5, 'yes', 0.66666666666666674, 0.14867852503690671, 0.00052862668192125008, 0.52103500205416653, 0.53976980867591684, 0.52939584832885078, 0.063973006660535264
24, 2, 'fluid', 2, 0.0, 0.0057534391305732735, 0.0061448715752010635, 0.003175154500327397, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.5, 6, 10, 10, 1.5, 1, 5.9529684326098975, 8.6500000000000004, 8.4482972136222916, 10.199999999999999, 3.3101283908899024, 28.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.5, 0.0, 4.0, 612.0, 'yes', 0.0, 0.14966694792050575, 0.00054770235289477011, 0.52011659229131413, 0.54068925620806796, 0.5351442830143629, 0.06460308919723777
25, 2, 'fluid', 2, 13.0, 0.49884499114641745, 0.62379594027951235, 0.31705576668560553, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.40000000000000002, 6, 10, 10, 154.0, 1, 6.5778173066861987, 7.75, 11.497656662359173, 9.9749999999999996, 3.3096663420138612, 28.0, 35.5, 0.57164999999999999, 0.65583465935328999, 0.41428571428571431, 0.9321923009835098, 17.5, 1.7447026949959998, 5.5, 598.5, 'yes', 0.57746478873239426, 0.14948200298078354, 0.00054639664353154033, 0.5185215780845891, 0.54057682386030448, 0.53460784633995717, 0.064823204650300226
26, 2, 'fluid', 2, 1.0, 0.027739648667615385, 0.008810707204155166, 0.020090821529877234, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.20000000000000001, 6, 10, 10, 14.5, 1, 13.338262139466959, 14.0, 23.777436603314101, 9.4833333333333343, 3.2910973638191887, 28.0, 5.5, 0.78479999999999994, 0.73529795488933725, 0.18181818181818182, 0.70900928476686054, 4.5, -0.16317066471507485, 2.5, 569.0, 'yes', 0.63636363636363646, 0.14934850101066019, 0.00055340701971175004, 0.51786813021686995, 0.53768482160663811, 0.53552324691688846, 0.06397518909256103
27, 2, 'fluid', 2, 10.0, 0.39203296835560231, 0.38025816820909242, 0.603663859041637, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.10000000000000001, 6, 10, 10, 186.5, 1, 21.916608022519355, nan, 43.717673656984424, 8.5666666666666664, 3.3037174075940485, 28.0, 12.0, 0.54580000000000006, 0.39084686851019607, 0.15909090909090909, 0.84213549001869703, 43.5, 1.0502152773447606, 1.0, 514.0, 'yes', 0.083333333333333259, 0.14893903494393132, 0.00055072575616189965, 0.51608325715072012, 0.53939963612652642, 0.53442282061523794, 0.064310917991527064
28, 2, 'fluid', 2, 1.0, 0.0061886405824782553, 0.021049387907813133, 0.11552504296506544, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.089999999999999997, 6, 10, 10, 7.5, 1, 27.23878150951716, 20.0, 39.676530502841217, 9.9666666666666668, 3.3053890516031013, 28.0, 2.0, 0.9224, 0.93414368623688393, 0.2857142857142857, 0.45408163265306123, 4.5, 0.0, 1.5, 598.0, 'yes', 0.0, 0.14852228525814123, 0.00055153929090589571, 0.51341204879777158, 0.53894530485722913, 0.53581890334428306, 0.063426012995630623
29, 2, 'fluid', 2, 28.5, 1.3181924147494293, 1.7066472663880567, 1.8702008363902625, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.080000000000000002, 6, 10, 10, 314.5, 1, 18.528218790778599, nan, 27.210561625455242, 6.6166666666666671, 3.2874842551927705, 28.0, 28.0, 0.58925000000000005, 0.49036000601646124, 0.04573170731707317, 0.93889632703632375, 35.5, 1.0107373089583986, 1.5, 397.0, 'yes', 0.071428571428571397, 0.14865163509251444, 0.00054894867961276283, 0.51160171163739432, 0.53814027556008304, 0.53353740713896292, 0.063051098572417946
30, 2, 'fluid', 2, 13.0, 0.29910667442530725, 0.79461708847916857, 0.70424168266384513, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.070000000000000007, 6, 10, 10, 142.5, 1, 26.033784965034965, 30.25, 40.37402877697842, 8.2916666666666679, 3.3031775218459778, 28.0, 14.5, 0.50870000000000004, 0.37862462883794323, 0.11742424242424243, 0.86328243463610976, 30.5, 0.87466308213126043, 4.5, 497.5, 'yes', 0.10344827586206895, 0.1487445235846028, 0.00054925089549844085, 0.5107195843924931, 0.53985932312439855, 0.53084641320612547, 0.062852398129771947
31, 2, 'fluid', 2, 16.5, 0.94956639312688296, 0.83412901673834217, 0.62584574684495298, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.059999999999999998, 6, 10, 10, 174.0, 1, 30.370184376516256, 47.25, 62.531053075645318, 7.7833333333333332, 3.3124258031807159, 28.0, 11.5, 0.50339999999999996, 0.36594500500518862, 0.18874172185430463, 0.82699088418039202, 49.5, 1.0257722335584154, 3.0, 467.0, 'yes', 0.043478260869565188, 0.14900323456998754, 0.00055091774718320403, 0.51024665369601696, 0.53766971348333659, 0.53000807448456222, 0.062458628948121035
32, 2, 'fluid', 2, 77.5, 4.8474731824308748, 4.380134228413354, 2.6180127382516751, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.050000000000000003, 6, 10, 10, 1014.5, 1, 26.63816413662239, nan, 85.084547853025811, 4.9333333333333336, 3.268977700587123, 28.0, 13.5, 0.17525000000000002, 0.14408488027005006, 0.31808943089430897, 0.5732542881840017, 620.5, 2.7076478272011455, 3.0, 296.0, 'yes', 0.2592592592592593, 0.14940419478877942, 0.00054404839806504218, 0.51144106496236097, 0.53853392419641022, 0.52983931026647624, 0.062658171827345538
33, 2, 'fluid', 2, 49.0, 3.2553711872865811, 2.9977487796748186, 3.3042484087668882, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.040000000000000001, 6, 10, 10, 533.0, 1, 24.237924968450038, nan, 54.526865519998076, 3.1500000000000004, 3.261244389954344, 28.0, 18.5, 0.42375000000000002, 0.18564252654710461, 0.091651542649727774, 0.8717231457372332, 106.5, 0.98294183542435243, 4.0, 189.0, 'yes', 0.18918918918918926, 0.14986041431497138, 0.00055118527689978472, 0.51125070023596098, 0.53660049757310557, 0.52880618381320788, 0.06248105935491173
34, 2, 'fluid', 2, 8.0, 0.11020702574885766, 0.21094254075061913, 0.78518881700958909, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.02, 6, 10, 10, 77.5, 1, 53.726756198347104, nan, 82.852529335071708, 4.9749999999999996, 3.2717102459554153, 28.0, 5.5, 0.67425000000000002, 0.58759260522603984, 0.20833333333333334, 0.72385229225693493, 32.0, 0.66616782992121193, 3.0, 298.5, 'yes', 0.090909090909090828, 0.15019638226242418, 0.00055653116769750429, 0.51189186645769813, 0.5377251953022667, 0.5273538873615411, 0.062427887252834532
35, 2, 'fluid', 2, 0.0, 0.0, 0.028146382752106014, 0.019643551940993265, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.01, 6, 10, 10, 8.0, 1, 70.409090909090907, nan, 80.19806763285024, 3.0250000000000004, 3.2639239529138111, 28.0, 1.0, 1.0, 1.0, 0.83333333333333337, 0.0, 8.0, 0.0, 2.0, 181.5, 'yes', 0.0, 0.15108228456280176, 0.00056587294672297034, 0.51777789798756579, 0.53817746688696166, 0.52444199734144958, 0.063373368600449398
36, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.0074999999999999997, 6, 10, 10, 0.0, 1, 73.333333333333329, nan, nan, 2.6500000000000004, 3.2221822076108566, 28.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 159.0, 'yes', nan, 0.15108228456280176, 0.00056587294672297034, 0.51777789798756579, 0.53817746688696166, 0.52444199734144958, 0.063373368600449398
37, 2, 'fluid', 2, 0.0, 0.0, 0.0, 0.0, 400, 8, 10, 10, 10000, 0.2, 0.0001, 0.1, 0.0, 0.0, 0.9906091043725868, 1000, 0.0050000000000000001, 6, 10, 10, 0.0, 1, nan, nan, nan, 1.6833333333333333, 3.2068751403609976, 27.0, 0.0, nan, nan, nan, nan, nan, nan, 0.0, 101.0, 'yes', nan, 0.15108228456280176, 0.00056587294672297034, 0.51777789798756579, 0.53817746688696166, 0.52444199734144958, 0.063373368600449398
38, 3, 'random_walk', 2, 1.5, 0.00056357664959366671, 0.033868152843621269, 0.0009303864319698818, 400, 4, 8, 8, 10000, 0.2, 0.0001, 0.5, 0.0, 0.0, 0.9948401643833912, 1000, 1.0, 5, 6, 10, 4.5, 1, 0.032403357197457947, 2.4259259259259256, 1.0370619946091644, 7.0999999999999996, 2.9305896783868173, 20.0, 3.5, 0.875, 0.92915878409996244, 0.083333333333333329, 0.66666666666666674, 2.0, 0.57735026918962573, 2.5, 213.0, 'yes', 0.71428571428571419, 0.15292572784073999, 0.00094779502613980644, 0.51597207844754556, 0.53748996017900885, 0.5242899638932168, 0.068520704213411443
39, 3, 'random_walk', 2, 0.0, 0.0, 0.0018677066197761022, 0.0039453428879652752, 400, 4, 8, 8, 10000, 0.2, 0.0001, 0.5, 0.0, 0.0, 0.9948401643833912, 1000, 0.90000000000000002, 5, 6, 10, 2.5, 1, 0.032269018156223843, 2.6701807228915664, 6.3007633587786263, 6.2333333333333334, 2.8695295586747545, 20.0, 2.0, 0.94999999999999996, 0.96194905467268654, 0.5, 0.47222222222222221, 1.5, 0.0, 4.0, 187.0, 'yes', 0.0, 0.15284055071068622, 0.00093599156428720209, 0.51718946933844223, 0.53697380337903566, 0.52348881885405829, 0.073820245046720592
40, 3, 'random_walk', 2, 0.0, 0.010173800827847357, 0.033045425817345209, 0.0, 400, 4, 8, 8, 10000, 0.2, 0.0001, 0.5, 0.0, 0.0, 0.9948401643833912, 1000, 0.80000000000000004, 5, 6, 10, 2.5, 1, 0.071413349003515619, 3.0604395604395602, 1.2392739273927393, 5.5166666666666666, 2.8962395219332988, 20.0, 1.5, 0.90000000000000002, 0.90671934203399152, 0.125, 0.1875, 2.0, 0.0, 4.0, 165.5, 'yes', 1.0, 0.15336685566855068, 0.00093205072323102175, 0.5162317992811154, 0.53590628023577391, 0.52456327217370657, 0.077186779874713951
41, 3, 'random_walk', 2, 0.0, 6.6189921886200542e-05, 0.0015156861092803231, 0.0050242411482884219, 400, 4, 8, 8, 10000, 0.2, 0.0001, 0.5, 0.0, 0.0, 0.9948401643833912, 1000, 0.69999999999999996, 5, 6, 10, 4.0, 1, 0.098876766829071178, 2.5454545454545454, 6.390787760416667, 4.9666666666666668, 2.8937713427325731, 20.0, 3.0, 0.89644999999999997, 0.93335132063130088, 0.33333333333333331, 0.5822222222222222, 2.0, 0.57735026918962573, 5.0, 149.0, 'yes', 0.66666666666666674, 0.15349183841054723, 0.00092022646987539229, 0.51346485905161177, 0.53300893019463613, 0.5256893919132628, 0.084461024159593875
