'7.0', '122.0', '1.0'
'3.0', '202.0'
'3.0', '1.0', '57.0', '286.0'
'1.0', '688.0', '591.0'
'5.0', '17.0', '12.0'
'1.0', '4.0', '658.0'
'2.0', '23.0', '92.0', '8.0', '1.0', '716.0', '49.0', '176.0'
'151.0', '219.0', '1.0'
'2.0', '1.0', '344.0', '275.0', '2064.0', '734.0', '4.0', '169.0', '79.0', '221.0', '288.0', '228.0', '3.0', '15.0', '12.0', '31.0', '34.0', '50.0', '154.0', '11.0', '10.0', '67.0', '17.0'
'670.0', '6.0', '2.0', '1.0', '56.0', '15.0', '4.0', '12.0', '1769.0', '1861.0', '903.0', '37.0', '3400.0', '865.0', '200.0', '5.0', '382.0', '34.0', '27.0', '80.0', '443.0', '23.0', '150.0', '93.0', '670.0 73.762177', '637.0', '6.0 73.908994', '17.0'
'415.0', '322.0', '149.0', '2.0', '13.0', '3001.0', '295.0', '27.0', '1.0', '112.0', '56.0', '4.0', '3.0', '108.0', '415.0 85.041985', '322.0 85.165332', '322.0 84.905329'
'311.0', '16.0', '53.0', '10.0', '1.0', '31.0', '24.0', '855.0', '60.0', '1210.0', '5.0', '497.0', '236.0', '10.0 94.674778'
'147.0', '1.0', '77.0', '8.0', '350.0', '4.0', '64.0', '1402.0', '36.0', '11.0'
'15.0', '4.0', '6.0', '16.0', '451.0', '233.0', '157.0', '448.0', '39.0', '47.0', '3.0'
'6.0', '22.0', '214.0', '102.0', '6.0 133.009079', '6.0 133.052499', '6.0 133.021766', '6.0 132.450767', '6.0 132.233528', '22.0 133.040386'
'8.0', '1428.0'
'167.0',
'83.0',
[]
'2.0', '4.0'
'46.0', '36.0'
'3.0', '109.0', '60.0'
'85.0', '4.0'
'81.0', '89.0', '180.0', '1.0'
'273.0',
'3.0', '4.0', '90.0', '66.0', '36.0', '195.0', '10.0', '1.0', '75.0', '7.0', '383.0', '304.0', '30.0', '2.0', '14.0'
'5.0', '369.0', '87.0'
'998.0', '151.0', '4.0', '3.0', '304.0', '6.0', '2.0', '1.0', '87.0', '41.0', '148.0'
'327.0', '1.0'
'33.0', '2.0', '140.0', '19.0', '593.0', '1.0', '4.0', '3.0', '294.0', '22.0', '35.0', '7.0', '6.0', '29.0', '12.0', '78.0', '302.0', '116.0', '1097.0', '68.0', '8.0', '16.0', '51.0', '328.0', '15.0', '10.0'
'202.0', '5.0', '2.0', '27.0', '28.0', '349.0', '3.0', '565.0', '1.0', '268.0', '326.0', '30.0', '13.0'
