RowID, sim, motion, D, ind.prod, biomass.prod, res.inflow, res.types, max.res.val, barrier.width, barrier.height, logseries.a, starting.seed, lower.limit, FlowRate, Width, Height, Viscosity, N, immigration.rate, resource.tau, particle.tau, individual.tau, resource.concentration, shannons.resource.diversity, resource.richness, S, simpson.e, e.var, berger.parker, inv.simp.D, N.max, skew, avg.per.capita.growth, avg.per.capita.maint, tracer.particles, resource.particles, speciation, species.turnover, growth.max, maint.max
0 , 1 , fluid , 2 , 10.0 , 1.40328158041 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 80 , 1.0 , 10 , 10 , 10 , 51.5 , 1 , 8.77268984968 , 8.775 , 8.90292910096 , 27.42 , 1.78947867674 , 6.0 , 3.0 , 0.4353 , 0.266510629102 , 0.164383561644 , 0.217910594024 , 46.5 , 0.664367184523 , 0.189824480784 , 0.00345714855471 , 13.0 , 1069.0 , yes , 0.666666666667 , 0.4 , 0.08
1 , 1 , fluid , 2 , 151.5 , 25.792165842 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 80 , 0.8 , 10 , 10 , 10 , 844.0 , 1 , 9.24916208979 , 9.49284049284 , 58.8226719236 , 19.99 , 1.786126729 , 6.0 , 17.5 , 0.07 , 0.240145383389 , 0.149764150943 , 0.111784472631 , 805.5 , 3.76295931078 , 0.283687509628 , 0.00679003854802 , 7.5 , 767.0 , yes , 0.885714285714 , 0.4 , 0.08
2 , 1 , fluid , 2 , 482.0 , 49.7516665388 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 10 , 0.6 , 10 , 10 , 10 , 3577.0 , 1 , 8.69515037883 , 7.40909090909 , 28.1515624906 , 14.11 , 1.78554362868 , 6.0 , 38.0 , 0.02895 , 0.285835648765 , 0.798333333333 , 0.0506026475355 , 3479.5 , 5.87884794046 , 0.184091267229 , 0.00207437382305 , 5.5 , 585.5 , yes , 0.868421052632 , 0.4 , 0.08
3 , 1 , fluid , 2 , 575.5 , 66.4356018718 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 4 , 0.4 , 10 , 10 , 10 , 3757.0 , 1 , 7.63338658147 , 10.0 , 21.7814251295 , 9.215 , 1.78127880075 , 6.0 , 47.0 , 0.04085 , 0.197062531297 , 0.226994535519 , 0.4777193625 , 2570.0 , 5.88761202774 , 0.213283230648 , 0.00354471908198 , 5.0 , 344.0 , yes , 0.744680851064 , 0.4 , 0.08
4 , 1 , fluid , 2 , 759.5 , 50.1547302875 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 4 , 0.2 , 10 , 10 , 10 , 8749.5 , 1 , 11.5862017126 , 27.875 , 39.9823300971 , 7.01 , 1.7850616299 , 6.0 , 48.0 , 0.02405 , 0.205704460444 , 0.270890099909 , 0.106878448167 , 8319.5 , 6.68265072718 , 0.187397748449 , 0.00202837702484 , 7.0 , 280.5 , yes , 0.854166666667 , 0.4 , 0.08
5 , 1 , fluid , 2 , 747.5 , 35.7853559022 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 4 , 0.1 , 10 , 10 , 10 , 10513.5 , 1 , 10.7738144516 , 52.25 , 88.5882624616 , 3.75 , 1.78375565109 , 6.0 , 42.5 , 0.0585 , 0.146497545839 , 0.260064412238 , 0.592411112752 , 5483.0 , 4.32686437204 , 0.241977747449 , 0.0026712118116 , 2.5 , 151.0 , yes , 0.905882352941 , 0.4 , 0.08
6 , 1 , fluid , 2 , 392.5 , 20.6673130566 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 1 , 0.08 , 10 , 10 , 10 , 4978.5 , 1 , 12.5551897798 , 41.5 , 41.1331775438 , 2.33 , 1.7558375256 , 6.0 , 30.5 , 0.0683 , 0.146884676402 , 0.0818260120586 , 0.399814630028 , 3883.5 , 4.84216030702 , 0.217091838013 , 0.00226389898164 , 4.0 , 91.0 , yes , 0.803278688525 , 0.4 , 0.08
7 , 1 , fluid , 2 , 253.5 , 14.270564358 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 1 , 0.06 , 10 , 10 , 10 , 2808.0 , 1 , 12.042179803 , 29.0 , 30.5853219459 , 3.465 , 1.73312618238 , 6.0 , 19.5 , 0.1077 , 0.195164610343 , 0.0251137225171 , 0.264203493372 , 2542.0 , 3.73713681524 , 0.198402632436 , 0.00262217771663 , 4.0 , 128.0 , yes , 0.692307692308 , 0.4 , 0.08
8 , 1 , fluid , 2 , 734.0 , 34.7531375643 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 1 , 0.04 , 10 , 10 , 10 , 10975.5 , 1 , 21.4711820362 , 83.5 , 92.2098728504 , 1.975 , 1.74634361543 , 6.0 , 41.0 , 0.02595 , 0.223624314624 , 0.244441403845 , 0.0375041015407 , 10791.0 , 6.14622133564 , 0.184482456041 , 0.00184204273882 , 7.0 , 81.5 , yes , 0.829268292683 , 0.4 , 0.08
9 , 1 , fluid , 2 , 248.0 , 15.1363555046 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 1 , 0.02 , 10 , 10 , 10 , 3599.0 , 1 , 28.2457305503 , nan , 106.433710308 , 3.235 , 1.76620720622 , 6.0 , 18.0 , 0.06905 , 0.161745861708 , 0.211703614939 , 0.0453016788964 , 3529.0 , 3.76916422604 , 0.184332867584 , 0.00184017637886 , 1.0 , 128.0 , yes , 0.777777777778 , 0.4 , 0.08
10 , 1 , fluid , 2 , 11.0 , 0.371181480139 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 1 , 0.01 , 10 , 10 , 10 , 209.0 , 1 , 31.75 , nan , 117.633562131 , 3.82 , 1.7722763478 , 6.0 , 1.0 , 1.0 , 1.0 , 0.539800995025 , 0.0 , 209.0 , 0.0 , 0.183704118677 , 0.00171229272366 , 1.0 , 151.5 , yes , 0.0 , 0.4 , 0.08
11 , 1 , fluid , 2 , 22.5 , 0.857896773377 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 1 , 0.008 , 10 , 10 , 10 , 333.0 , 1 , 68.5769230769 , nan , 105.117452258 , 2.365 , 1.75789538301 , 6.0 , 2.0 , 0.66795 , 0.536288212747 , 1.94117647059 , 0.00376290494838 , 332.0 , 0.353553390593 , 0.183747739108 , 0.00177133329686 , 0.5 , 102.0 , yes , 0.5 , 0.4 , 0.08
12 , 1 , fluid , 2 , 14.0 , 0.745484306878 , 100 , 6 , 400 , 0.1 , 0.1 , 0.991872263495 , 1000 , 1 , 0.006 , 10 , 10 , 10 , 179.0 , 1 , nan , nan , 108.3291583 , 2.0 , 1.76264264127 , 6.0 , 1.5 , 0.75295 , 0.548015441667 , 0.0264705882353 , 0.00584775086505 , 178.0 , 0.0 , 0.183305646686 , 0.00172135586397 , 0.5 , 88.0 , yes , 0.333333333333 , 0.4 , 0.08
13 , 2 , random_walk , 2 , 3.0 , 0.0560619123234 , 100 , 6 , 200 , 0.1 , 0.1 , 0.997574845911 , 1000 , 80 , 1.0 , 10 , 10 , 10 , 11.0 , 1 , 0.400684210888 , 6.20392416226 , 3.43529556264 , 2.66 , 1.76833248853 , 6.0 , 4.0 , 0.86025 , 0.81484420676 , 0.0625 , 0.708767361111 , 4.0 , -0.343621596745 , 0.216497768334 , 0.0166930856102 , 6.5 , 117.0 , yes , 0.75 , 0.3 , 0.06
14 , 2 , random_walk , 2 , 1.0 , 0.0718407945716 , 100 , 6 , 200 , 0.1 , 0.1 , 0.997574845911 , 1000 , 80 , 0.8 , 10 , 10 , 10 , 7.0 , 1 , 0.626275877318 , 7.25420495925 , 7.88521923621 , 4.08 , 1.75479374399 , 6.0 , 3.5 , 0.86795 , 0.891098695076 , 0.4 , 0.665679012346 , 3.0 , -0.0275415582509 , 0.181315608985 , 0.0205567391039 , 7.0 , 157.5 , yes , 0.714285714286 , 0.3 , 0.06
15 , 2 , random_walk , 2 , 0.5 , 0.0149498080824 , 100 , 6 , 200 , 0.1 , 0.1 , 0.997574845911 , 1000 , 10 , 0.6 , 10 , 10 , 10 , 5.5 , 1 , 1.18744456056 , 7.74230769231 , 8.38254419833 , 4.155 , 1.76445568198 , 6.0 , 3.5 , 0.8889 , 0.901331295662 , 0.5 , 0.660714285714 , 2.5 , 0.19090088708 , 0.150725828389 , 0.0156212754732 , 6.5 , 158.0 , yes , 0.714285714286 , 0.3 , 0.06
